scroll,z,k,seed,variant,x,y,inside,capped
PHerc0332,3707,4,20268622,no-division,2024.3796497393178,2123.198947424937,1,0
PHerc0332,3707,5,20269622,as-is,2027.3954270049774,2122.0533393510464,1,0
PHerc0332,3707,5,20269622,no-division,2030.3954270049774,2128.0533393510464,1,0
PHerc0332,3707,6,20270622,as-is,2022.534750591148,2126.049347903254,1,0
PHerc0332,3707,6,20270622,no-division,2022.534750591148,2132.049347903254,1,0
PHerc0332,3707,7,20271622,as-is,2020.5863116810067,2124.8664268774714,1,0
PHerc0332,3707,7,20271622,no-division,2022.5863116810067,2130.8664268774714,1,0
PHerc0332,3707,8,20272622,as-is,2021.8423935328547,2131.453056804374,1,0
PHerc0332,3707,8,20272622,no-division,2021.8423935328547,2137.453056804374,1,0
PHerc0332,3707,9,20273622,as-is,2020.0129623528599,2126.835336792252,1,0
PHerc0332,3707,9,20273622,no-division,2022.0129623528599,2129.835336792252,1,0
PHerc0332,3707,10,20274622,as-is,2018.1770690226977,2117.5661700679175,1,0
PHerc0332,3707,10,20274622,no-division,2021.1770690226977,2117.5661700679175,1,0
PHerc0332,3707,11,20275622,as-is,2017.0799983354127,2125.976526074098,1,0
PHerc0332,3707,11,20275622,no-division,2013.0799983354127,2129.976526074098,1,0
PHerc0332,3707,12,20276622,as-is,2022.6977709484422,2117.570799443549,1,0
PHerc0332,3707,12,20276622,no-division,2022.6977709484422,2125.570799443549,1,0
PHerc0332,3707,13,20277622,as-is,2014.8346808282854,2130.7206014055714,1,0
PHerc0332,3707,13,20277622,no-division,2017.8346808282854,2132.7206014055714,1,0
PHerc0332,3707,14,20278622,as-is,2029.3007135636958,2120.934105183733,1,0
PHerc0332,3707,14,20278622,no-division,2027.3007135636958,2129.934105183733,1,0
PHerc0332,3707,15,20279622,as-is,2015.9950234769412,2134.678375553921,1,0
PHerc0332,3707,15,20279622,no-division,2014.9950234769412,2141.678375553921,1,0
PHerc0332,3707,16,20280622,as-is,2013.3216360266952,2129.5357108039916,1,0
PHerc0332,3707,16,20280622,no-division,2019.3216360266952,2130.5357108039916,1,0
PHerc0332,3707,17,20281622,as-is,2025.8415567471707,2120.1458708041064,1,0
PHerc0332,3707,17,20281622,no-division,2028.8415567471707,2119.1458708041064,1,0
PHerc0332,3707,18,20282622,as-is,2023.1740366813333,2125.409702462333,1,0
PHerc0332,3707,18,20282622,no-division,2026.1740366813333,2130.409702462333,1,0
PHerc0332,3707,19,20283622,as-is,2025.3860356671566,2122.065910678028,1,0
PHerc0332,3707,19,20283622,no-division,2026.3860356671566,2127.065910678028,1,0
PHerc0332,4042,0,20264957,as-is,2016.8858149259972,2123.8898302720445,1,0
PHerc0332,4042,0,20264957,no-division,2023.8858149259972,2141.8898302720445,1,0
PHerc0332,4042,1,20265957,as-is,2020.4394976831716,2128.3168228494565,1,0
PHerc0332,4042,1,20265957,no-division,2034.4394976831716,2122.3168228494565,1,0
PHerc0332,4042,2,20266957,as-is,2016.253629488995,2126.8910718839084,1,0
PHerc0332,4042,2,20266957,no-division,2019.253629488995,2128.8910718839084,1,0
PHerc0332,4042,3,20267957,as-is,2017.219594683094,2127.046974380078,1,0
PHerc0332,4042,3,20267957,no-division,2023.2195946830943,2141.046974380078,1,0
PHerc0332,4042,4,20268957,as-is,2018.4056262557804,2121.7709881594706,1,0
PHerc0332,4042,4,20268957,no-division,2028.4056262557804,2125.7709881594706,1,0
PHerc0332,4042,5,20269957,as-is,2019.8891850076761,2120.1608687699995,1,0
PHerc0332,4042,5,20269957,no-division,2035.8891850076761,2117.1608687699995,1,0
PHerc0332,4042,6,20270957,as-is,2018.6491285868071,2130.0201126881952,1,0
PHerc0332,4042,6,20270957,no-division,2024.6491285868071,2143.0201126881952,1,0
PHerc0332,4042,7,20271957,as-is,2029.8807455908254,2110.05367122083,1,0
PHerc0332,4042,7,20271957,no-division,2038.8807455908254,2114.05367122083,1,0
PHerc0332,4042,8,20272957,as-is,2016.387494087083,2118.498538635723,1,0
PHerc0332,4042,8,20272957,no-division,2028.3874940870828,2116.498538635723,1,0
PHerc0332,4042,9,20273957,as-is,2021.318266730612,2115.733989382455,1,0
PHerc0332,4042,9,20273957,no-division,2034.318266730612,2121.733989382455,1,0
PHerc0332,4042,10,20274957,as-is,2022.9246398867601,2114.5832820492706,1,0
PHerc0332,4042,10,20274957,no-division,2035.9246398867601,2120.5832820492706,1,0
PHerc0332,4042,11,20275957,as-is,2014.1612644425945,2116.904500303962,1,0
PHerc0332,4042,11,20275957,no-division,2028.1612644425945,2115.904500303962,1,0
PHerc0332,4042,12,20276957,as-is,2016.2194672955977,2129.031993467535,1,0
PHerc0332,4042,12,20276957,no-division,2021.2194672955977,2138.031993467535,1,0
PHerc0332,4042,13,20277957,as-is,2032.2202751445257,2111.6634295307285,1,0
PHerc0332,4042,13,20277957,no-division,2041.2202751445257,2112.6634295307285,1,0
PHerc0332,4042,14,20278957,as-is,2020.6822770402318,2118.485701403607,1,0
PHerc0332,4042,14,20278957,no-division,2040.6822770402318,2118.485701403607,1,0
PHerc0332,4042,15,20279957,as-is,2020.5431802673806,2127.53793984398,1,0
PHerc0332,4042,15,20279957,no-division,2029.5431802673806,2127.53793984398,1,0
PHerc0332,4042,16,20280957,as-is,2030.2416600733977,2121.590884477966,1,0
PHerc0332,4042,16,20280957,no-division,2019.2416600733977,2145.590884477966,1,0
PHerc0332,4042,17,20281957,as-is,2022.6577116922697,2118.848479574981,1,0
PHerc0332,4042,17,20281957,no-division,2037.6577116922697,2119.848479574981,1,0
PHerc0332,4042,18,20282957,as-is,2015.4480603694576,2124.1720964376154,1,0
PHerc0332,4042,18,20282957,no-division,2026.4480603694576,2146.1720964376154,1,0
PHerc0332,4042,19,20283957,as-is,2022.3069435249506,2118.4432276760217,1,0
PHerc0332,4042,19,20283957,no-division,2034.3069435249506,2124.4432276760217,1,0
PHerc0332,4376,0,20265291,as-is,1935.1681650298137,2096.7085944850437,1,0
PHerc0332,4376,0,20265291,no-division,1929.1681650298137,2093.7085944850437,1,0
PHerc0332,4376,1,20266291,as-is,1923.8541218063185,2092.954880862383,1,0
PHerc0332,4376,1,20266291,no-division,1911.8541218063185,2069.954880862383,1,0
PHerc0332,4376,2,20267291,as-is,1929.7707565239728,2083.4395960386964,1,0
PHerc0332,4376,2,20267291,no-division,1915.7707565239728,2062.4395960386964,1,0
PHerc0332,4376,3,20268291,as-is,1933.096633662576,2086.9867085550386,1,0
PHerc0332,4376,3,20268291,no-division,1931.096633662576,2083.9867085550386,1,0
PHerc0332,4376,4,20269291,as-is,1933.6787747504752,2087.255858094981,1,0
PHerc0332,4376,4,20269291,no-division,1908.6787747504752,2068.255858094981,1,0
PHerc0332,4376,5,20270291,as-is,1926.7150727577762,2091.1169370729253,1,0
PHerc0332,4376,5,20270291,no-division,1909.7150727577762,2064.1169370729253,1,0
PHerc0332,4376,6,20271291,as-is,1934.62004899712,2094.6237805305796,1,0
PHerc0332,4376,6,20271291,no-division,1939.62004899712,2096.6237805305796,1,0
PHerc0332,4376,7,20272291,as-is,1928.3264394560192,2092.040681637565,1,0
PHerc0332,4376,7,20272291,no-division,1914.3264394560192,2076.040681637565,1,0
PHerc0332,4376,8,20273291,as-is,1929.666294354406,2086.583485554777,1,0
PHerc0332,4376,8,20273291,no-division,1916.666294354406,2062.583485554777,1,0
PHerc0332,4376,9,20274291,as-is,1927.296276059356,2093.1931245085116,1,0
PHerc0332,4376,9,20274291,no-division,1912.296276059356,2062.1931245085116,1,0
PHerc0332,4376,10,20275291,as-is,1927.7039866035611,2091.2597528310343,1,0
PHerc0332,4376,10,20275291,no-division,1911.7039866035611,2070.2597528310343,1,0
PHerc0332,4376,11,20276291,as-is,1932.8212201981366,2090.193701147778,1,0
PHerc0332,4376,11,20276291,no-division,1930.8212201981366,2091.193701147778,1,0
PHerc0332,4376,12,20277291,as-is,1912.5745508695898,2072.70628389623,1,0
PHerc0332,4376,12,20277291,no-division,1917.5745508695898,2086.70628389623,1,0
PHerc0332,4376,13,20278291,as-is,1922.3982969353112,2089.9197235666775,1,0
PHerc0332,4376,13,20278291,no-division,1916.3982969353112,2065.9197235666775,1,0
PHerc0332,4376,14,20279291,as-is,1931.2172678576992,2086.3515122724725,1,0
PHerc0332,4376,14,20279291,no-division,1920.2172678576992,2066.3515122724725,1,0
PHerc0332,4376,15,20280291,as-is,1921.2735730349755,2089.692532645586,1,0
PHerc0332,4376,15,20280291,no-division,1912.2735730349755,2065.692532645586,1,0
PHerc0332,4376,16,20281291,as-is,1927.695075269352,2088.8033925569734,1,0
PHerc0332,4376,16,20281291,no-division,1915.695075269352,2075.8033925569734,1,0
PHerc0332,4376,17,20282291,as-is,1926.6561249724157,2091.26880859728,1,0
PHerc0332,4376,17,20282291,no-division,1914.6561249724157,2065.26880859728,1,0
PHerc0332,4376,18,20283291,as-is,1930.5167641533285,2092.151286123262,1,0
PHerc0332,4376,18,20283291,no-division,1933.5167641533285,2091.151286123262,1,0
PHerc0332,4376,19,20284291,as-is,1934.5512060300105,2091.4378171335647,1,0
PHerc0332,4376,19,20284291,no-division,1939.5512060300105,2097.4378171335647,1,0
PHerc0332,4710,0,20265625,as-is,1904.7174114325067,2023.838542057612,1,0
PHerc0332,4710,0,20265625,no-division,1880.7174114325067,2038.838542057612,1,0
PHerc0332,4710,1,20266625,as-is,1902.569197634701,2026.3435328475593,1,0
PHerc0332,4710,1,20266625,no-division,1891.569197634701,2030.3435328475593,1,0
PHerc0332,4710,2,20267625,as-is,1902.5532309727323,2017.685681894535,1,0
PHerc0332,4710,2,20267625,no-division,1882.5532309727323,2034.685681894535,1,0
PHerc0332,4710,3,20268625,as-is,1906.066708055057,2008.7994171962036,1,0
PHerc0332,4710,3,20268625,no-division,1901.066708055057,2003.7994171962036,1,0
PHerc0332,4710,4,20269625,as-is,1900.7310728770797,2011.1480837467493,1,0
PHerc0332,4710,4,20269625,no-division,1896.7310728770797,2003.1480837467493,1,0
PHerc0332,4710,5,20270625,as-is,1903.8575426948048,2017.3061199662516,1,0
PHerc0332,4710,5,20270625,no-division,1898.8575426948048,2009.3061199662516,1,0
PHerc0332,4710,6,20271625,as-is,1905.7103895086302,2021.8451076559902,1,0
PHerc0332,4710,6,20271625,no-division,1898.7103895086302,2007.8451076559902,1,0
PHerc0332,4710,7,20272625,as-is,1901.7406128981047,2012.3866733053646,1,0
PHerc0332,4710,7,20272625,no-division,1897.7406128981047,2007.3866733053646,1,0
PHerc0332,4710,8,20273625,as-is,1904.4683345768462,2016.9853137709056,1,0
PHerc0332,4710,8,20273625,no-division,1900.4683345768462,2009.9853137709056,1,0
PHerc0332,4710,9,20274625,as-is,1900.9212623264946,2011.9949473451584,1,0
PHerc0332,4710,9,20274625,no-division,1896.9212623264946,2007.9949473451584,1,0
PHerc0332,4710,10,20275625,as-is,1902.7487077874157,2013.0715514568114,1,0
PHerc0332,4710,10,20275625,no-division,1900.7487077874157,2010.0715514568114,1,0
PHerc0332,4710,11,20276625,as-is,1907.4292835392985,2022.957056696217,1,0
PHerc0332,4710,11,20276625,no-division,1906.4292835392985,2003.957056696217,1,0
PHerc0332,4710,12,20277625,as-is,1908.1978070816,2010.4505117729489,1,0
PHerc0332,4710,12,20277625,no-division,1905.1978070816,2007.4505117729489,1,0
PHerc0332,4710,13,20278625,as-is,1896.4624362062418,2015.8511074927535,1,0
PHerc0332,4710,13,20278625,no-division,1897.4624362062418,2006.8511074927535,1,0
PHerc0332,4710,14,20279625,as-is,1904.7489051432672,2013.9628838401995,1,0
PHerc0332,4710,14,20279625,no-division,1904.7489051432672,2004.9628838401995,1,0
PHerc0332,4710,15,20280625,as-is,1903.609770053977,2014.1741965925348,1,0
PHerc0332,4710,15,20280625,no-division,1905.609770053977,2006.1741965925348,1,0
PHerc0332,4710,16,20281625,as-is,1902.5252556855282,2015.166020476793,1,0
PHerc0332,4710,16,20281625,no-division,1895.5252556855282,2014.166020476793,1,0
PHerc0332,4710,17,20282625,as-is,1899.2673579803502,2024.0809340433452,1,0
PHerc0332,4710,17,20282625,no-division,1884.2673579803502,2031.0809340433452,1,0
PHerc0332,4710,18,20283625,as-is,1902.6869560923508,2010.486609967163,1,0
PHerc0332,4710,18,20283625,no-division,1899.6869560923508,2001.486609967163,1,0
PHerc0332,4710,19,20284625,as-is,1886.8859067650621,2035.6876132566383,1,0
PHerc0332,4710,19,20284625,no-division,1888.8859067650621,2022.6876132566383,1,0
PHerc0332,5044,0,20265959,as-is,1954.5965606051582,1976.1432589137048,1,0
PHerc0332,5044,0,20265959,no-division,1952.5965606051582,1972.1432589137048,1,0
PHerc0332,5044,1,20266959,as-is,1952.373266808487,1979.2809700980579,1,0
PHerc0332,5044,1,20266959,no-division,1955.373266808487,1975.2809700980579,1,0
PHerc0332,5044,2,20267959,as-is,1937.9061286021724,1999.2926800708408,1,0
PHerc0332,5044,2,20267959,no-division,1945.9061286021724,1978.2926800708408,1,0
PHerc0332,5044,3,20268959,as-is,1940.35194926873,1997.1887422539976,1,0
PHerc0332,5044,3,20268959,no-division,1952.35194926873,1969.1887422539976,1,0
PHerc0332,5044,4,20269959,as-is,1935.759004112846,2002.0027697772364,1,0
PHerc0332,5044,4,20269959,no-division,1952.759004112846,1975.0027697772364,1,0
PHerc0332,5044,5,20270959,as-is,1939.9888905338016,1997.9984611576351,1,0
PHerc0332,5044,5,20270959,no-division,1951.9888905338016,1981.9984611576351,1,0
PHerc0332,5044,6,20271959,as-is,1956.0689084542794,1975.0375377629327,1,0
PHerc0332,5044,6,20271959,no-division,1957.0689084542794,1968.0375377629327,1,0
PHerc0332,5044,7,20272959,as-is,1939.436036223279,2008.2630682293693,1,0
PHerc0332,5044,7,20272959,no-division,1954.436036223279,1976.2630682293693,1,0
PHerc0332,5044,8,20273959,as-is,1952.0035520461556,1981.205499069396,1,0
PHerc0332,5044,8,20273959,no-division,1955.0035520461556,1970.205499069396,1,0
PHerc0332,5044,9,20274959,as-is,1951.8881019000871,1976.463751800858,1,0
PHerc0332,5044,9,20274959,no-division,1948.8881019000871,1973.463751800858,1,0
PHerc0332,5044,10,20275959,as-is,1951.4810989897776,1975.3731397252416,1,0
PHerc0332,5044,10,20275959,no-division,1960.4810989897776,1969.3731397252416,1,0
PHerc0332,5044,11,20276959,as-is,1947.3835930065152,2000.5432673460894,1,0
PHerc0332,5044,11,20276959,no-division,1959.3835930065152,1983.5432673460894,1,0
PHerc0332,5044,12,20277959,as-is,1959.6121018415963,1977.7964865527474,1,0
PHerc0332,5044,12,20277959,no-division,1964.6121018415963,1972.7964865527474,1,0
PHerc0332,5044,13,20278959,as-is,1922.6304341811212,2004.4809278949188,1,0
PHerc0332,5044,13,20278959,no-division,1949.6304341811212,1969.4809278949188,1,0
PHerc0332,5044,14,20279959,as-is,1940.7195544338626,1991.9718185468587,1,0
PHerc0332,5044,14,20279959,no-division,1945.7195544338626,1980.9718185468587,1,0
PHerc0332,5044,15,20280959,as-is,1944.1538018089009,1998.2927802040126,1,0
PHerc0332,5044,15,20280959,no-division,1951.1538018089009,1978.2927802040126,1,0
PHerc0332,5044,16,20281959,as-is,1937.123453363352,1998.1098353472141,1,0
PHerc0332,5044,16,20281959,no-division,1954.123453363352,1974.1098353472141,1,0
PHerc0332,5044,17,20282959,as-is,1941.271230009007,1989.2626840825624,1,0
PHerc0332,5044,17,20282959,no-division,1930.271230009007,2002.2626840825624,1,0
PHerc0332,5044,18,20283959,as-is,1951.8369774416592,1977.0452175980738,1,0
PHerc0332,5044,18,20283959,no-division,1951.8369774416592,1974.0452175980738,1,0
PHerc0332,5044,19,20284959,as-is,1941.5257835481875,1994.6507070884345,1,0
PHerc0332,5044,19,20284959,no-division,1947.5257835481875,1978.6507070884345,1,0
PHerc0332,5379,0,20266294,as-is,1981.785235778926,2002.0839872612087,1,0
PHerc0332,5379,0,20266294,no-division,1980.785235778926,1995.0839872612087,1,0
PHerc0332,5379,1,20267294,as-is,1976.4951699526025,2007.0367615601133,1,0
PHerc0332,5379,1,20267294,no-division,1972.4951699526025,1997.0367615601133,1,0
PHerc0332,5379,2,20268294,as-is,1973.4132805385539,2007.1842248726891,1,0
PHerc0332,5379,2,20268294,no-division,1976.4132805385539,2000.1842248726891,1,0
PHerc0332,5379,3,20269294,as-is,1977.1528958829067,2003.3132484157413,1,0
PHerc0332,5379,3,20269294,no-division,1980.1528958829067,1994.3132484157413,1,0
PHerc0332,5379,4,20270294,as-is,1974.2423003266747,2005.4235033332461,1,0
PHerc0332,5379,4,20270294,no-division,1973.2423003266747,1999.4235033332461,1,0
PHerc0332,5379,5,20271294,as-is,1978.7870562695236,2006.9732221630904,1,0
PHerc0332,5379,5,20271294,no-division,1979.7870562695236,2001.9732221630904,1,0
PHerc0332,5379,6,20272294,as-is,1979.1297159905853,2004.9429358961686,1,0
PHerc0332,5379,6,20272294,no-division,1967.1297159905853,1999.9429358961686,1,0
PHerc0332,5379,7,20273294,as-is,1972.3342155893693,2007.8750685526543,1,0
PHerc0332,5379,7,20273294,no-division,1970.3342155893693,2002.8750685526543,1,0
PHerc0332,5379,8,20274294,as-is,1974.5976233608772,2009.6406445138832,1,0
PHerc0332,5379,8,20274294,no-division,1981.5976233608772,1996.6406445138832,1,0
PHerc0332,5379,9,20275294,as-is,1975.6932158636666,2003.061082329416,1,0
PHerc0332,5379,9,20275294,no-division,1974.6932158636666,2004.061082329416,1,0
PHerc0332,5379,10,20276294,as-is,1983.9265973172048,2008.3821229122193,1,0
PHerc0332,5379,10,20276294,no-division,1993.9265973172048,1997.3821229122193,1,0
PHerc0332,5379,11,20277294,as-is,1977.3375844819448,2004.721962379614,1,0
PHerc0332,5379,11,20277294,no-division,1980.3375844819448,1994.721962379614,1,0
PHerc0332,5379,12,20278294,as-is,1972.8474291553343,2003.648358997091,1,0
PHerc0332,5379,12,20278294,no-division,1972.8474291553343,1996.648358997091,1,0
PHerc0332,5379,13,20279294,as-is,1980.9813142758314,2003.1567232063026,1,0
PHerc0332,5379,13,20279294,no-division,1980.9813142758314,2000.1567232063026,1,0
PHerc0332,5379,14,20280294,as-is,1975.8795637668836,2005.639342347028,1,0
PHerc0332,5379,14,20280294,no-division,1977.8795637668836,2002.639342347028,1,0
PHerc0332,5379,15,20281294,as-is,1974.7565146380325,2004.8590716393392,1,0
PHerc0332,5379,15,20281294,no-division,1969.7565146380325,2002.8590716393392,1,0
PHerc0332,5379,16,20282294,as-is,1971.2516784281472,2011.4293049536177,1,0
PHerc0332,5379,16,20282294,no-division,1963.2516784281472,2007.4293049536177,1,0
PHerc0332,5379,17,20283294,as-is,1978.8459646835004,2007.555076180342,1,0
PHerc0332,5379,17,20283294,no-division,1980.8459646835004,1994.555076180342,1,0
PHerc0332,5379,18,20284294,as-is,1977.7282043023483,2007.2031010377682,1,0
PHerc0332,5379,18,20284294,no-division,1981.7282043023483,2007.2031010377682,1,0
PHerc0332,5379,19,20285294,as-is,1976.7176064609405,2005.8926806154464,1,0
PHerc0332,5379,19,20285294,no-division,1974.7176064609405,2002.8926806154464,1,0
PHerc0332,5713,0,20266628,as-is,2017.7215511857985,2029.7633147743854,1,0
PHerc0332,5713,0,20266628,no-division,2047.7215511857985,2058.7633147743854,1,0
PHerc0332,5713,1,20267628,as-is,2008.2507151517054,2029.459353446503,1,0
PHerc0332,5713,1,20267628,no-division,2008.2507151517054,2023.459353446503,1,0
PHerc0332,5713,2,20268628,as-is,2020.3448505301365,2025.0527277541246,1,0
PHerc0332,5713,2,20268628,no-division,2041.3448505301365,2056.0527277541246,1,0
PHerc0332,5713,3,20269628,as-is,2021.1451100487743,2034.9117132385445,1,0
PHerc0332,5713,3,20269628,no-division,2051.1451100487743,2068.9117132385445,1,0
PHerc0332,5713,4,20270628,as-is,2029.3991510514084,2042.4566578060758,1,0
PHerc0332,5713,4,20270628,no-division,2016.3991510514084,2024.4566578060758,1,0
PHerc0332,5713,5,20271628,as-is,2010.4396951761594,2040.2725915387164,1,0
PHerc0332,5713,5,20271628,no-division,2010.4396951761594,2026.2725915387164,1,0
PHerc0332,5713,6,20272628,as-is,2034.5111425515895,2045.6861349973306,1,0
PHerc0332,5713,6,20272628,no-division,2032.5111425515897,2042.6861349973306,1,0
PHerc0332,5713,7,20273628,as-is,2028.3023393865496,2045.0810655849389,1,0
PHerc0332,5713,7,20273628,no-division,2035.3023393865496,2063.081065584939,1,0
PHerc0332,5713,8,20274628,as-is,2013.3847994841608,2047.7056884041458,1,0
PHerc0332,5713,8,20274628,no-division,2034.3847994841608,2065.705688404146,1,0
PHerc0332,5713,9,20275628,as-is,2020.7052434725383,2031.309024883118,1,0
PHerc0332,5713,9,20275628,no-division,2023.7052434725383,2026.309024883118,1,0
PHerc0332,5713,10,20276628,as-is,2020.2081230475037,2059.555283253843,1,0
PHerc0332,5713,10,20276628,no-division,2025.2081230475037,2069.555283253843,1,0
PHerc0332,5713,11,20277628,as-is,2013.4206088027115,2033.1306996290796,1,0
PHerc0332,5713,11,20277628,no-division,2010.4206088027115,2029.1306996290796,1,0
PHerc0332,5713,12,20278628,as-is,2013.5761660065682,2046.2917379199516,1,0
PHerc0332,5713,12,20278628,no-division,2052.576166006568,2043.2917379199516,1,0
PHerc0332,5713,13,20279628,as-is,2022.0574243783872,2027.937108030485,1,0
PHerc0332,5713,13,20279628,no-division,2039.0574243783872,2050.937108030485,1,0
PHerc0332,5713,14,20280628,as-is,2013.6058544091163,2025.3055459209286,1,0
PHerc0332,5713,14,20280628,no-division,2019.6058544091163,2019.3055459209286,1,0
PHerc0332,5713,15,20281628,as-is,2014.0460483885222,2021.6004073787399,1,0
PHerc0332,5713,15,20281628,no-division,2037.0460483885222,2064.60040737874,1,0
PHerc0332,5713,16,20282628,as-is,2013.1269654552498,2032.8860627097815,1,0
PHerc0332,5713,16,20282628,no-division,2018.1269654552498,2025.8860627097815,1,0
PHerc0332,5713,17,20283628,as-is,2035.9890041011743,2047.8097766583296,1,0
PHerc0332,5713,17,20283628,no-division,2040.9890041011743,2056.8097766583296,1,0
PHerc0332,5713,18,20284628,as-is,2019.0017511324913,2037.9613756863896,1,0
PHerc0332,5713,18,20284628,no-division,2014.0017511324913,2032.9613756863896,1,0
PHerc0332,5713,19,20285628,as-is,2031.6838581702737,2042.650350126738,1,0
PHerc0332,5713,19,20285628,no-division,2038.6838581702737,2056.650350126738,1,0
PHerc0332,6047,0,20266962,as-is,2049.743327071088,2072.2974451605087,1,0
PHerc0332,6047,0,20266962,no-division,2049.743327071088,2070.2974451605087,1,0
PHerc0332,6047,1,20267962,as-is,2052.462702648869,2070.776571663859,1,0
PHerc0332,6047,1,20267962,no-division,2059.462702648869,2073.776571663859,1,0
PHerc0332,6047,2,20268962,as-is,2055.946469511524,2072.0187917150456,1,0
PHerc0332,6047,2,20268962,no-division,2051.946469511524,2071.0187917150456,1,0
PHerc0332,6047,3,20269962,as-is,2053.1198796510253,2072.1042689094966,1,0
PHerc0332,6047,3,20269962,no-division,2051.1198796510253,2073.1042689094966,1,0
PHerc0332,6047,4,20270962,as-is,2052.7001824868835,2069.259378293139,1,0
PHerc0332,6047,4,20270962,no-division,2050.7001824868835,2070.259378293139,1,0
PHerc0332,6047,5,20271962,as-is,2056.2957950098235,2071.079516125541,1,0
PHerc0332,6047,5,20271962,no-division,2054.2957950098235,2072.079516125541,1,0
PHerc0332,6047,6,20272962,as-is,2054.6561291154644,2067.6345554698055,1,0
PHerc0332,6047,6,20272962,no-division,2063.6561291154644,2067.6345554698055,1,0
PHerc0332,6047,7,20273962,as-is,2052.6940226799456,2070.225087238231,1,0
PHerc0332,6047,7,20273962,no-division,2051.6940226799456,2070.225087238231,1,0
PHerc0332,6047,8,20274962,as-is,2055.7316156314546,2074.427193160376,1,0
PHerc0332,6047,8,20274962,no-division,2060.7316156314546,2076.427193160376,1,0
PHerc0332,6047,9,20275962,as-is,2052.3793163484424,2071.1737836914344,1,0
PHerc0332,6047,9,20275962,no-division,2059.3793163484424,2067.1737836914344,1,0
PHerc0332,6047,10,20276962,as-is,2054.6521682902267,2073.264868294112,1,0
PHerc0332,6047,10,20276962,no-division,2060.6521682902267,2075.264868294112,1,0
PHerc0332,6047,11,20277962,as-is,2055.3528062762675,2073.2635244162107,1,0
PHerc0332,6047,11,20277962,no-division,2063.3528062762675,2075.2635244162107,1,0
PHerc0332,6047,12,20278962,as-is,2051.469504323174,2069.3206598930688,1,0
PHerc0332,6047,12,20278962,no-division,2050.469504323174,2071.3206598930688,1,0
PHerc0332,6047,13,20279962,as-is,2052.177710688061,2071.722033618737,1,0
PHerc0332,6047,13,20279962,no-division,2054.177710688061,2072.722033618737,1,0
PHerc0332,6047,14,20280962,as-is,2052.924873500189,2068.5225449324384,1,0
PHerc0332,6047,14,20280962,no-division,2049.924873500189,2070.5225449324384,1,0
PHerc0332,6047,15,20281962,as-is,2051.2915332175025,2067.7891031738595,1,0
PHerc0332,6047,15,20281962,no-division,2053.2915332175025,2070.7891031738595,1,0
PHerc0332,6047,16,20282962,as-is,2053.424905905553,2072.488297565221,1,0
PHerc0332,6047,16,20282962,no-division,2053.424905905553,2073.488297565221,1,0
PHerc0332,6047,17,20283962,as-is,2051.8175730658318,2071.901818941419,1,0
PHerc0332,6047,17,20283962,no-division,2052.8175730658318,2075.901818941419,1,0
PHerc0332,6047,18,20284962,as-is,2058.668677035053,2073.160578200577,1,0
PHerc0332,6047,18,20284962,no-division,2064.668677035053,2070.160578200577,1,0
PHerc0332,6047,19,20285962,as-is,2053.654837351805,2072.802738082403,1,0
PHerc0332,6047,19,20285962,no-division,2055.654837351805,2073.802738082403,1,0
PHerc0332,6382,0,20267297,as-is,2086.0398319990354,2117.244058962711,1,0
PHerc0332,6382,0,20267297,no-division,2084.0398319990354,2115.244058962711,1,0
PHerc0332,6382,1,20268297,as-is,2086.436958135375,2115.2395552214903,1,0
PHerc0332,6382,1,20268297,no-division,2076.436958135375,2118.2395552214903,1,0
PHerc0332,6382,2,20269297,as-is,2084.580341933372,2115.049929927255,1,0
PHerc0332,6382,2,20269297,no-division,2078.580341933372,2108.049929927255,1,0
PHerc0332,6382,3,20270297,as-is,2081.6821879542413,2114.411957107786,1,0
PHerc0332,6382,3,20270297,no-division,2085.6821879542413,2112.411957107786,1,0
PHerc0332,6382,4,20271297,as-is,2083.193198100967,2113.5656288264995,1,0
PHerc0332,6382,4,20271297,no-division,2091.193198100967,2119.5656288264995,1,0
PHerc0332,6382,5,20272297,as-is,2082.606829819879,2116.098765277918,1,0
PHerc0332,6382,5,20272297,no-division,2088.606829819879,2112.098765277918,1,0
PHerc0332,6382,6,20273297,as-is,2085.368718585966,2115.9527859514887,1,0
PHerc0332,6382,6,20273297,no-division,2089.368718585966,2116.9527859514887,1,0
PHerc0332,6382,7,20274297,as-is,2082.3873424094413,2118.1011704571483,1,0
PHerc0332,6382,7,20274297,no-division,2082.3873424094413,2119.1011704571483,1,0
PHerc0332,6382,8,20275297,as-is,2087.2418156017634,2115.7352308000864,1,0
PHerc0332,6382,8,20275297,no-division,2099.2418156017634,2117.7352308000864,1,0
PHerc0332,6382,9,20276297,as-is,2087.1288367859966,2114.5784910643933,1,0
PHerc0332,6382,9,20276297,no-division,2088.1288367859966,2110.5784910643933,1,0
PHerc0332,6382,10,20277297,as-is,2081.594859926148,2117.986257109851,1,0
PHerc0332,6382,10,20277297,no-division,2088.594859926148,2110.986257109851,1,0
PHerc0332,6382,11,20278297,as-is,2084.3501517541217,2118.5018291480137,1,0
PHerc0332,6382,11,20278297,no-division,2083.3501517541217,2114.5018291480137,1,0
PHerc0332,6382,12,20279297,as-is,2083.5989102979293,2117.531707870802,1,0
PHerc0332,6382,12,20279297,no-division,2090.5989102979293,2116.531707870802,1,0
