scroll,z,k,seed,variant,x,y,inside,capped,guard,seconds
PHercParis4,48366,11,20320281,as-is,17736.5761719,15864.8359375,1,0,0,1.32
PHercParis4,48366,11,20320281,no-division,17742.5761719,15907.8359375,1,0,0,1.32
PHercParis4,48366,12,20321281,as-is,17749.4375,15913.8251953,1,0,0,1.32
PHercParis4,48366,12,20321281,no-division,17277.4375,15870.8251953,1,0,0,1.32
PHercParis4,48366,13,20322281,as-is,17656.125,15926.2646484,1,0,0,1.32
PHercParis4,48366,13,20322281,no-division,17718.125,15788.2646484,1,0,0,1.32
PHercParis4,48366,14,20323281,as-is,17724.5058594,15911.3496094,1,0,0,1.32
PHercParis4,48366,14,20323281,no-division,17218.5058594,15810.3496094,1,0,0,1.32
PHercParis4,48366,15,20324281,as-is,17876.1074219,15854.0478516,1,0,0,1.27
PHercParis4,48366,15,20324281,no-division,18135.1074219,16044.0478516,1,0,0,1.32
PHercParis4,48366,16,20325281,as-is,17637.8730469,16027.3007812,1,0,0,1.32
PHercParis4,48366,16,20325281,no-division,17637.8730469,16027.3007812,1,0,0,1.27
PHercParis4,48366,17,20326281,as-is,17612.7773438,15835.7783203,1,0,0,1.32
PHercParis4,48366,17,20326281,no-division,17521.7773438,15641.7783203,1,0,0,1.32
PHercParis4,48366,18,20327281,as-is,17718.8925781,15852.2910156,1,0,0,1.32
PHercParis4,48366,18,20327281,no-division,17243.8925781,16006.2910156,1,0,0,1.32
PHercParis4,48366,19,20328281,as-is,17734.8085938,15825.1445312,1,0,0,1.32
PHercParis4,48366,19,20328281,no-division,17345.8085938,16200.1445312,1,0,0,1.32
PHercParis4,51440,0,20312355,as-is,16966.3789062,16851.3144531,1,0,0,1.32
PHercParis4,51440,0,20312355,no-division,17153.3789062,17605.3144531,1,0,0,1.27
PHercParis4,51440,1,20313355,as-is,16870.2109375,17189.1035156,1,0,0,1.27
PHercParis4,51440,1,20313355,no-division,16499.2109375,17280.1035156,1,0,0,1.32
PHercParis4,51440,2,20314355,as-is,17077.9550781,17235.6191406,1,0,0,1.32
PHercParis4,51440,2,20314355,no-division,16910.9550781,16923.6191406,1,0,0,1.32
PHercParis4,51440,3,20315355,as-is,16955.609375,17005.3066406,1,0,0,1.32
PHercParis4,51440,3,20315355,no-division,16520.609375,17423.3066406,1,0,0,1.27
PHercParis4,51440,4,20316355,as-is,16910.2382812,17030.9472656,1,0,0,1.32
PHercParis4,51440,4,20316355,no-division,16259.2382812,16823.9472656,1,0,0,1.27
PHercParis4,51440,5,20317355,as-is,17032.46875,16895.6523438,1,0,0,1.27
PHercParis4,51440,5,20317355,no-division,16776.46875,17061.6523438,1,0,0,1.32
PHercParis4,51440,6,20318355,as-is,17105.4394531,17433.3828125,1,0,0,1.32
PHercParis4,51440,6,20318355,no-division,17126.4394531,17397.3828125,1,0,0,1.32
PHercParis4,51440,7,20319355,as-is,16656.0253906,17190.6074219,1,0,0,1.32
PHercParis4,51440,7,20319355,no-division,16598.0253906,17098.6074219,1,0,0,1.32
PHercParis4,51440,8,20320355,as-is,16881.8691406,16860.0234375,1,0,0,1.32
PHercParis4,51440,8,20320355,no-division,16859.8691406,16859.0234375,1,0,0,1.32
PHercParis4,51440,9,20321355,as-is,17245.3320312,17144.7734375,1,0,0,1.32
PHercParis4,51440,9,20321355,no-division,16623.3320312,16909.7734375,1,0,0,1.32
PHercParis4,51440,10,20322355,as-is,17024.0039062,16911.6777344,1,0,0,1.32
PHercParis4,51440,10,20322355,no-division,16674.0039062,17229.6777344,1,0,0,1.32
PHercParis4,51440,11,20323355,as-is,17039.4433594,17153.8144531,1,0,0,1.32
PHercParis4,51440,11,20323355,no-division,16749.4433594,17243.8144531,1,0,0,1.32
PHercParis4,51440,12,20324355,as-is,16777.1679688,17077.5546875,1,0,0,1.32
PHercParis4,51440,12,20324355,no-division,16303.1679688,17087.5546875,1,0,0,1.32
PHercParis4,51440,13,20325355,as-is,17226.9707031,17057.6132812,1,0,0,1.32
PHercParis4,51440,13,20325355,no-division,17029.9707031,17222.6132812,1,0,0,1.32
PHercParis4,51440,14,20326355,as-is,16817.6367188,17118.9746094,1,0,0,1.27
PHercParis4,51440,14,20326355,no-division,16497.6367188,17283.9746094,1,0,0,1.27
PHercParis4,51440,15,20327355,as-is,16839.7011719,17162.8867188,1,0,0,1.27
PHercParis4,51440,15,20327355,no-division,17074.7011719,16949.8867188,1,0,0,1.27
PHercParis4,51440,16,20328355,as-is,16896.8945312,17173.3554688,1,0,0,1.32
PHercParis4,51440,16,20328355,no-division,16894.8945312,17173.3554688,1,0,0,1.27
PHercParis4,51440,17,20329355,as-is,16666.4707031,17024.796875,1,0,0,1.32
PHercParis4,51440,17,20329355,no-division,16754.4707031,16789.796875,1,0,0,1.32
PHercParis4,51440,18,20330355,as-is,17049.5332031,17008.3808594,1,0,0,1.32
PHercParis4,51440,18,20330355,no-division,17007.5332031,17082.3808594,1,0,0,1.32
PHercParis4,51440,19,20331355,as-is,16942.9980469,16765.4589844,1,0,0,1.32
PHercParis4,51440,19,20331355,no-division,16949.9980469,16749.4589844,1,0,0,1.32
PHercParis4,54514,0,20315429,as-is,16810.7890625,17554.1875,1,0,0,1.32
PHercParis4,54514,0,20315429,no-division,16483.7890625,17679.1875,1,0,0,1.32
PHercParis4,54514,1,20316429,as-is,16808.6894531,17558.9667969,1,0,0,1.32
PHercParis4,54514,1,20316429,no-division,16812.6894531,17575.9667969,1,0,0,1.32
PHercParis4,54514,2,20317429,as-is,16944.3183594,17374.2324219,1,0,0,1.32
PHercParis4,54514,2,20317429,no-division,16732.3183594,17712.2324219,1,0,0,1.32
PHercParis4,54514,3,20318429,as-is,16734.5058594,17712.9355469,1,0,0,1.32
PHercParis4,54514,3,20318429,no-division,17129.5058594,17595.9355469,1,0,0,1.32
PHercParis4,54514,4,20319429,as-is,16895.1972656,17606.0664062,1,0,0,1.32
PHercParis4,54514,4,20319429,no-division,16989.1972656,17361.0664062,1,0,0,1.32
PHercParis4,54514,5,20320429,as-is,16727.7539062,17660.3828125,1,0,0,1.32
PHercParis4,54514,5,20320429,no-division,16756.7539062,17769.3828125,1,0,0,1.32
PHercParis4,54514,6,20321429,as-is,16699.3144531,17621.0625,1,0,0,1.32
PHercParis4,54514,6,20321429,no-division,17056.3144531,17540.0625,1,0,0,1.32
PHercParis4,54514,7,20322429,as-is,16779.6835938,17586.5644531,1,0,0,1.27
PHercParis4,54514,7,20322429,no-division,16770.6835938,17531.5644531,1,0,0,1.32
PHercParis4,54514,8,20323429,as-is,16894.2558594,17498.984375,1,0,0,1.27
PHercParis4,54514,8,20323429,no-division,16839.2558594,17303.984375,1,0,0,1.32
PHercParis4,54514,9,20324429,as-is,16835.1933594,17627.0429688,1,0,0,1.32
PHercParis4,54514,9,20324429,no-division,16891.1933594,17697.0429688,1,0,0,1.32
PHercParis4,54514,10,20325429,as-is,16789.8554688,17604.9628906,1,0,0,1.32
PHercParis4,54514,10,20325429,no-division,16541.8554688,17648.9628906,1,0,0,1.32
PHercParis4,54514,11,20326429,as-is,16745.8945312,17569.3417969,1,0,0,1.32
PHercParis4,54514,11,20326429,no-division,16740.8945312,17696.3417969,1,0,0,1.32
PHercParis4,54514,12,20327429,as-is,16662.1132812,17736.078125,1,0,0,1.32
PHercParis4,54514,12,20327429,no-division,17377.1132812,17508.078125,1,0,0,1.32
PHercParis4,54514,13,20328429,as-is,16745.6269531,17720.1972656,1,0,0,1.32
PHercParis4,54514,13,20328429,no-division,16864.6269531,17479.1972656,1,0,0,1.32
PHercParis4,54514,14,20329429,as-is,16735.2441406,17628.8691406,1,0,0,1.32
PHercParis4,54514,14,20329429,no-division,16722.2441406,17675.8691406,1,0,0,1.32
PHercParis4,54514,15,20330429,as-is,16864.4785156,17541.8378906,1,0,0,1.32
PHercParis4,54514,15,20330429,no-division,16773.4785156,17865.8378906,1,0,0,1.32
PHercParis4,54514,16,20331429,as-is,16846.3574219,17503.0253906,1,0,0,1.32
PHercParis4,54514,16,20331429,no-division,17164.3574219,18035.0253906,1,0,0,1.27
PHercParis4,54514,17,20332429,as-is,16752.8320312,17669.9453125,1,0,0,1.27
PHercParis4,54514,17,20332429,no-division,16413.8320312,17765.9453125,1,0,0,1.32
PHercParis4,54514,18,20333429,as-is,16710.7714844,17677.5136719,1,0,0,1.27
PHercParis4,54514,18,20333429,no-division,16745.7714844,17911.5136719,1,0,0,1.27
PHercParis4,54514,19,20334429,as-is,16682.140625,17588.8515625,1,0,0,1.27
PHercParis4,54514,19,20334429,no-division,16715.140625,17799.8515625,1,0,0,1.32
PHercParis4,57589,0,20318504,as-is,17398.7617188,18097.3300781,1,0,0,1.32
PHercParis4,57589,0,20318504,no-division,17387.7617188,18098.3300781,1,0,0,1.27
PHercParis4,57589,1,20319504,as-is,17412.7597656,18040.2910156,1,0,0,1.32
PHercParis4,57589,1,20319504,no-division,17483.7597656,18194.2910156,1,0,0,1.32
PHercParis4,57589,2,20320504,as-is,17508.4199219,18092.2832031,1,0,0,1.27
PHercParis4,57589,2,20320504,no-division,17540.4199219,18232.2832031,1,0,0,1.27
PHercParis4,57589,3,20321504,as-is,17456.1992188,17929.9472656,1,0,0,1.27
PHercParis4,57589,3,20321504,no-division,17368.1992188,17824.9472656,1,0,0,1.27
PHercParis4,57589,4,20322504,as-is,17248.7734375,18134.6875,1,0,0,1.27
PHercParis4,57589,4,20322504,no-division,17152.7734375,18145.6875,1,0,0,1.32
PHercParis4,57589,5,20323504,as-is,17324.0957031,17982.6953125,1,0,0,1.32
PHercParis4,57589,5,20323504,no-division,17384.0957031,18076.6953125,1,0,0,1.32
PHercParis4,57589,6,20324504,as-is,17428.953125,18084.734375,1,0,0,1.32
PHercParis4,57589,6,20324504,no-division,16951.953125,17740.734375,1,0,0,1.32
PHercParis4,57589,7,20325504,as-is,17478.1484375,17993.1953125,1,0,0,1.27
PHercParis4,57589,7,20325504,no-division,17173.1484375,17666.1953125,1,0,0,1.27
PHercParis4,57589,8,20326504,as-is,17373.9765625,18095.296875,1,0,0,1.27
PHercParis4,57589,8,20326504,no-division,17366.9765625,18080.296875,1,0,0,1.32
PHercParis4,57589,9,20327504,as-is,17258.4667969,18081.5800781,1,0,0,1.27
PHercParis4,57589,9,20327504,no-division,16983.4667969,18030.5800781,1,0,0,1.27
PHercParis4,57589,10,20328504,as-is,17299.2226562,17944.3476562,1,0,0,1.32
PHercParis4,57589,10,20328504,no-division,16914.2226562,17877.3476562,1,0,0,1.32
PHercParis4,57589,11,20329504,as-is,17359.0253906,18032.6542969,1,0,0,1.27
PHercParis4,57589,11,20329504,no-division,17817.0253906,17761.6542969,1,0,0,1.27
PHercParis4,57589,12,20330504,as-is,17256.8769531,18088.3964844,1,0,0,1.27
PHercParis4,57589,12,20330504,no-division,17253.8769531,18097.3964844,1,0,0,1.32
PHercParis4,57589,13,20331504,as-is,17379.9140625,18088.3242188,1,0,0,1.32
PHercParis4,57589,13,20331504,no-division,17140.9140625,17733.3242188,1,0,0,1.27
PHercParis4,57589,14,20332504,as-is,17291.0488281,17894.4042969,1,0,0,1.32
PHercParis4,57589,14,20332504,no-division,17074.0488281,17562.4042969,1,0,0,1.32
PHercParis4,57589,15,20333504,as-is,17385.2792969,18064.8769531,1,0,0,1.27
PHercParis4,57589,15,20333504,no-division,16994.2792969,18241.8769531,1,0,0,1.27
PHercParis4,57589,16,20334504,as-is,17411.7207031,18022.8710938,1,0,0,1.32
PHercParis4,57589,16,20334504,no-division,17590.7207031,18210.8710938,1,0,0,1.27
PHercParis4,57589,17,20335504,as-is,17302.9238281,17930.015625,1,0,0,1.27
PHercParis4,57589,17,20335504,no-division,17373.9238281,18380.015625,1,0,0,1.32
PHercParis4,57589,18,20336504,as-is,17457.5527344,18063.8515625,1,0,0,1.27
PHercParis4,57589,18,20336504,no-division,17448.5527344,18059.8515625,1,0,0,1.32
PHercParis4,57589,19,20337504,as-is,17337.6308594,17957.6015625,1,0,0,1.32
PHercParis4,57589,19,20337504,no-division,17125.6308594,17780.6015625,1,0,0,1.27
PHercParis4,60663,0,20321578,as-is,17992.8046875,18396.1054688,1,0,0,1.27
PHercParis4,60663,0,20321578,no-division,17448.8046875,18535.1054688,1,0,0,1.27
PHercParis4,60663,1,20322578,as-is,17954.6328125,18372.5195312,1,0,0,1.27
PHercParis4,60663,1,20322578,no-division,17837.6328125,18630.5195312,1,0,0,1.27
PHercParis4,60663,2,20323578,as-is,17962.8691406,18284.7304688,1,0,0,1.27
PHercParis4,60663,2,20323578,no-division,18176.8691406,18154.7304688,1,0,0,1.27
PHercParis4,60663,3,20324578,as-is,17941.3671875,18541.8066406,1,0,0,1.27
PHercParis4,60663,3,20324578,no-division,17001.3671875,18916.8066406,1,0,0,1.27
PHercParis4,60663,4,20325578,as-is,17850.7109375,18453.9550781,1,0,0,1.27
PHercParis4,60663,4,20325578,no-division,17337.7109375,18822.9550781,1,0,0,1.27
PHercParis4,60663,5,20326578,as-is,17912.2089844,18474.0644531,1,0,0,1.27
PHercParis4,60663,5,20326578,no-division,17912.2089844,18474.0644531,1,0,0,1.27
PHercParis4,60663,6,20327578,as-is,17848.7382812,18364.4882812,1,0,0,1.27
PHercParis4,60663,6,20327578,no-division,17740.7382812,18670.4882812,1,0,0,1.27
PHercParis4,60663,7,20328578,as-is,17867.5625,18440.5859375,1,0,0,1.27
PHercParis4,60663,7,20328578,no-division,17593.5625,18359.5859375,1,0,0,1.27
PHercParis4,60663,8,20329578,as-is,17838.0742188,18511.3789062,1,0,0,1.27
PHercParis4,60663,8,20329578,no-division,17455.0742188,18543.3789062,1,0,0,1.27
PHercParis4,60663,9,20330578,as-is,18002.1660156,18337.953125,1,0,0,1.27
PHercParis4,60663,9,20330578,no-division,17958.1660156,18248.953125,1,0,0,1.27
PHercParis4,60663,10,20331578,as-is,17858.2011719,18409.96875,1,0,0,1.27
PHercParis4,60663,10,20331578,no-division,17446.2011719,18792.96875,1,0,0,1.27
PHercParis4,60663,11,20332578,as-is,17815.3398438,18426.4257812,1,0,0,1.27
PHercParis4,60663,11,20332578,no-division,17718.3398438,18691.4257812,1,0,0,1.27
PHercParis4,60663,12,20333578,as-is,17911.1210938,18375.484375,1,0,0,1.27
PHercParis4,60663,12,20333578,no-division,17354.1210938,18705.484375,1,0,0,1.27
PHercParis4,60663,13,20334578,as-is,17853.390625,18447.3574219,1,0,0,1.27
PHercParis4,60663,13,20334578,no-division,17647.390625,18279.3574219,1,0,0,1.27
PHercParis4,60663,14,20335578,as-is,17976.6171875,18389.8125,1,0,0,1.27
PHercParis4,60663,14,20335578,no-division,17971.6171875,17950.8125,1,0,0,1.27
PHercParis4,60663,15,20336578,as-is,18090.4824219,18338.8398438,1,0,0,1.27
PHercParis4,60663,15,20336578,no-division,18102.4824219,18345.8398438,1,0,0,1.27
PHercParis4,60663,16,20337578,as-is,17853.34375,18404.6621094,1,0,0,1.27
PHercParis4,60663,16,20337578,no-division,17853.34375,18404.6621094,1,0,0,1.27
PHercParis4,60663,17,20338578,as-is,17894.6796875,18442.7109375,1,0,0,1.27
PHercParis4,60663,17,20338578,no-division,17456.6796875,18789.7109375,1,0,0,1.27
PHercParis4,60663,18,20339578,as-is,17880.6132812,18416.234375,1,0,0,1.27
PHercParis4,60663,18,20339578,no-division,17625.6132812,18597.234375,1,0,0,1.27
PHercParis4,60663,19,20340578,as-is,17966.2421875,18321.9882812,1,0,0,1.27
PHercParis4,60663,19,20340578,no-division,17480.2421875,18582.9882812,1,0,0,1.27
PHercParis4,63737,0,20324652,as-is,17537.515625,19301.8300781,1,0,0,1.27
PHercParis4,63737,0,20324652,no-division,17246.515625,19324.8300781,1,0,0,1.27
PHercParis4,63737,1,20325652,as-is,17556.5996094,19315.3925781,1,0,0,1.27
PHercParis4,63737,1,20325652,no-division,17226.5996094,19453.3925781,1,0,0,1.27
PHercParis4,63737,2,20326652,as-is,17681.3652344,19176.5898438,1,0,0,1.27
PHercParis4,63737,2,20326652,no-division,17683.3652344,18966.5898438,1,0,0,1.27
PHercParis4,63737,3,20327652,as-is,17496.2382812,19289.6269531,1,0,0,1.27
PHercParis4,63737,3,20327652,no-division,17316.2382812,19085.6269531,1,0,0,1.22
PHercParis4,63737,4,20328652,as-is,17519.1015625,19255.6796875,1,0,0,1.27
PHercParis4,63737,4,20328652,no-division,17278.1015625,19581.6796875,1,0,0,1.27
PHercParis4,63737,5,20329652,as-is,17614.1640625,19247.3457031,1,0,0,1.27
PHercParis4,63737,5,20329652,no-division,17920.1640625,19015.3457031,1,0,0,1.22
PHercParis4,63737,6,20330652,as-is,17581.7265625,19280.4941406,1,0,0,1.27
PHercParis4,63737,6,20330652,no-division,17266.7265625,19242.4941406,1,0,0,1.27
PHercParis4,63737,7,20331652,as-is,17652.2578125,19226.4550781,1,0,0,1.27
PHercParis4,63737,7,20331652,no-division,17740.2578125,19242.4550781,1,0,0,1.27
PHercParis4,63737,8,20332652,as-is,17543.3574219,19280.6777344,1,0,0,1.27
PHercParis4,63737,8,20332652,no-division,17371.3574219,19200.6777344,1,0,0,1.27
PHercParis4,63737,9,20333652,as-is,17608.4960938,19213.2558594,1,0,0,1.27
PHercParis4,63737,9,20333652,no-division,17620.4960938,18980.2558594,1,0,0,1.27
PHercParis4,63737,10,20334652,as-is,17606.2285156,19278.5566406,1,0,0,1.27
PHercParis4,63737,10,20334652,no-division,17167.2285156,19469.5566406,1,0,0,1.27
PHercParis4,63737,11,20335652,as-is,17554.8398438,19301.9160156,1,0,0,1.27
PHercParis4,63737,11,20335652,no-division,17248.8398438,19544.9160156,1,0,0,1.27
PHercParis4,63737,12,20336652,as-is,17505.0058594,19288.7285156,1,0,0,1.27
PHercParis4,63737,12,20336652,no-division,17260.0058594,19139.7285156,1,0,0,1.27
PHercParis4,63737,13,20337652,as-is,17494.2578125,19319.59375,1,0,0,1.27
PHercParis4,63737,13,20337652,no-division,17004.2578125,19182.59375,1,0,0,1.27
PHercParis4,63737,14,20338652,as-is,17536.7128906,19254.8808594,1,0,0,1.27
PHercParis4,63737,14,20338652,no-division,17268.7128906,19609.8808594,1,0,0,1.27
PHercParis4,63737,15,20339652,as-is,17556.0019531,19273.8066406,1,0,0,1.27
PHercParis4,63737,15,20339652,no-division,17480.0019531,19237.8066406,1,0,0,1.22
PHercParis4,63737,16,20340652,as-is,17584.5859375,19254.4550781,1,0,0,1.27
PHercParis4,63737,16,20340652,no-division,17353.5859375,19107.4550781,1,0,0,1.27
PHercParis4,63737,17,20341652,as-is,17493.1640625,19315.0722656,1,0,0,1.27
PHercParis4,63737,17,20341652,no-division,17078.1640625,19248.0722656,1,0,0,1.27
PHercParis4,63737,18,20342652,as-is,17660.4726562,19247.6542969,1,0,0,1.27
PHercParis4,63737,18,20342652,no-division,17230.4726562,19426.6542969,1,0,0,1.27
PHercParis4,63737,19,20343652,as-is,17618.9511719,19255.0058594,1,0,0,1.27
PHercParis4,63737,19,20343652,no-division,17316.9511719,19148.0058594,1,0,0,1.27
PHercParis4,66811,0,20327726,as-is,17959.3554688,19780.6835938,1,0,0,1.27
PHercParis4,66811,0,20327726,no-division,17609.3554688,20044.6835938,1,0,0,1.27
PHercParis4,66811,1,20328726,as-is,17936.1425781,19871.5390625,1,0,0,1.27
PHercParis4,66811,1,20328726,no-division,17584.1425781,19823.5390625,1,0,0,1.27
PHercParis4,66811,2,20329726,as-is,17872.5371094,19849.0507812,1,0,0,1.27
PHercParis4,66811,2,20329726,no-division,17701.5371094,19847.0507812,1,0,0,1.27
PHercParis4,66811,3,20330726,as-is,17985.78125,19853.7519531,1,0,0,1.27
PHercParis4,66811,3,20330726,no-division,17997.78125,19336.7519531,1,0,0,1.27
PHercParis4,66811,4,20331726,as-is,17872.2148438,19942.8515625,1,0,0,1.27
PHercParis4,66811,4,20331726,no-division,17760.2148438,19983.8515625,1,0,0,1.27
PHercParis4,66811,5,20332726,as-is,17779.1074219,19835.515625,1,0,0,1.27
PHercParis4,66811,5,20332726,no-division,17670.1074219,19862.515625,1,0,0,1.27
PHercParis4,66811,6,20333726,as-is,18113.96875,19784.1113281,1,0,0,1.27
PHercParis4,66811,6,20333726,no-division,17433.96875,20702.1113281,1,0,0,1.27
PHercParis4,66811,7,20334726,as-is,17879.890625,19988.4746094,1,0,0,1.27
PHercParis4,66811,7,20334726,no-division,17903.890625,20000.4746094,1,0,0,1.27
PHercParis4,66811,8,20335726,as-is,17898.0566406,19892.6582031,1,0,0,1.27
PHercParis4,66811,8,20335726,no-division,17581.0566406,19930.6582031,1,0,0,1.27
PHercParis4,66811,9,20336726,as-is,17850.6777344,19895.7519531,1,0,0,1.27
PHercParis4,66811,9,20336726,no-division,17590.6777344,19986.7519531,1,0,0,1.27
PHercParis4,66811,10,20337726,as-is,17875.2617188,19890.8828125,1,0,0,1.27
PHercParis4,66811,10,20337726,no-division,17920.2617188,19832.8828125,1,0,0,1.27
PHercParis4,66811,11,20338726,as-is,17915.9414062,19966.765625,1,0,0,1.27
PHercParis4,66811,11,20338726,no-division,17453.9414062,20204.765625,1,0,0,1.27
PHercParis4,66811,12,20339726,as-is,17951.2792969,19938.3417969,1,0,0,1.27
PHercParis4,66811,12,20339726,no-division,18368.2792969,19780.3417969,1,0,0,1.27
PHercParis4,66811,13,20340726,as-is,17900.4550781,19904.8632812,1,0,0,1.27
PHercParis4,66811,13,20340726,no-division,17723.4550781,19953.8632812,1,0,0,1.27
PHercParis4,66811,14,20341726,as-is,17867.3320312,19977.671875,1,0,0,1.27
PHercParis4,66811,14,20341726,no-division,17825.3320312,19974.671875,1,0,0,1.27
PHercParis4,66811,15,20342726,as-is,17880.4863281,19996.8632812,1,0,0,1.27
PHercParis4,66811,15,20342726,no-division,17886.4863281,20002.8632812,1,0,0,1.27
PHercParis4,66811,16,20343726,as-is,17824.0234375,19831.4433594,1,0,0,1.27
PHercParis4,66811,16,20343726,no-division,17579.0234375,19808.4433594,1,0,0,1.27
PHercParis4,66811,17,20344726,as-is,18030.9960938,19834.6953125,1,0,0,1.27
PHercParis4,66811,17,20344726,no-division,17751.9960938,19549.6953125,1,0,0,1.27
PHercParis4,66811,18,20345726,as-is,18136.2421875,19845.0195312,1,0,0,1.27
PHercParis4,66811,18,20345726,no-division,17639.2421875,19693.0195312,1,0,0,1.27
PHercParis4,66811,19,20346726,as-is,17940.8574219,19818.609375,1,0,0,1.27
PHercParis4,66811,19,20346726,no-division,17733.8574219,19882.609375,1,0,0,1.22
PHercParis4,69886,0,20330801,as-is,17251.7617188,21264.9453125,1,0,0,1.27
PHercParis4,69886,0,20330801,no-division,16928.7617188,21229.9453125,1,0,0,1.22
PHercParis4,69886,1,20331801,as-is,17233.515625,21243.0,1,0,0,1.27
PHercParis4,69886,1,20331801,no-division,17051.515625,21325.0,1,0,0,1.27
PHercParis4,69886,2,20332801,as-is,17266.1933594,21293.8007812,1,0,0,1.27
PHercParis4,69886,2,20332801,no-division,16955.1933594,20928.8007812,1,0,0,1.27
PHercParis4,69886,3,20333801,as-is,17213.6679688,21334.3125,1,0,0,1.27
PHercParis4,69886,3,20333801,no-division,16928.6679688,21231.3125,1,0,0,1.27
PHercParis4,69886,4,20334801,as-is,17226.2011719,21249.2128906,1,0,0,1.27
PHercParis4,69886,4,20334801,no-division,17058.2011719,21338.2128906,1,0,0,1.27
PHercParis4,69886,5,20335801,as-is,17244.4238281,21268.0058594,1,0,0,1.27
PHercParis4,69886,5,20335801,no-division,16930.4238281,21222.0058594,1,0,0,1.27
PHercParis4,69886,6,20336801,as-is,17292.40625,21286.5019531,1,0,0,1.22
PHercParis4,69886,6,20336801,no-division,16990.40625,21245.5019531,1,0,0,1.27
PHercParis4,69886,7,20337801,as-is,17263.2265625,21301.0390625,1,0,0,1.27
PHercParis4,69886,7,20337801,no-division,16943.2265625,21086.0390625,1,0,0,1.27
PHercParis4,69886,8,20338801,as-is,17281.03125,21250.0058594,1,0,0,1.27
PHercParis4,69886,8,20338801,no-division,17046.03125,21393.0058594,1,0,0,1.27
PHercParis4,69886,9,20339801,as-is,17245.6835938,21321.8730469,1,0,0,1.27
PHercParis4,69886,9,20339801,no-division,16936.6835938,21349.8730469,1,0,0,1.27
PHercParis4,69886,10,20340801,as-is,17233.2089844,21276.2480469,1,0,0,1.27
PHercParis4,69886,10,20340801,no-division,16975.2089844,21524.2480469,1,0,0,1.27
PHercParis4,69886,11,20341801,as-is,17260.703125,21299.3964844,1,0,0,1.27
PHercParis4,69886,11,20341801,no-division,17403.703125,21000.3964844,1,0,0,1.27
PHercParis4,69886,12,20342801,as-is,17273.5488281,21251.5605469,1,0,0,1.27
PHercParis4,69886,12,20342801,no-division,17017.5488281,20950.5605469,1,0,0,1.22
PHercParis4,69886,13,20343801,as-is,17219.7558594,21353.9882812,1,0,0,1.22
PHercParis4,69886,13,20343801,no-division,16888.7558594,21176.9882812,1,0,0,1.22
PHercParis4,69886,14,20344801,as-is,17228.359375,21356.0371094,1,0,0,1.27
PHercParis4,69886,14,20344801,no-division,16936.359375,21391.0371094,1,0,0,1.27
PHercParis4,69886,15,20345801,as-is,17272.3496094,21251.4160156,1,0,0,1.27
PHercParis4,69886,15,20345801,no-division,16933.3496094,21126.4160156,1,0,0,1.27
PHercParis4,69886,16,20346801,as-is,17277.2050781,21266.3105469,1,0,0,1.27
PHercParis4,69886,16,20346801,no-division,16942.2050781,21428.3105469,1,0,0,1.27
PHercParis4,69886,17,20347801,as-is,17321.4140625,21204.0195312,1,0,0,1.27
PHercParis4,69886,17,20347801,no-division,16924.4140625,21145.0195312,1,0,0,1.27
PHercParis4,69886,18,20348801,as-is,17282.2207031,21176.1113281,1,0,0,1.27
PHercParis4,69886,18,20348801,no-division,17105.2207031,21082.1113281,1,0,0,1.27
PHercParis4,69886,19,20349801,as-is,17210.203125,21262.9199219,1,0,0,1.27
PHercParis4,69886,19,20349801,no-division,17023.203125,21372.9199219,1,0,0,1.27
PHercParis4,72960,0,20333875,as-is,16591.6601562,22391.0273438,1,0,0,1.22
PHercParis4,72960,0,20333875,no-division,16407.6601562,22268.0273438,1,0,0,1.27
PHercParis4,72960,1,20334875,as-is,21575.6582031,28218.3613281,1,0,0,1.22
PHercParis4,72960,1,20334875,no-division,14090.6582031,19903.3613281,1,0,0,1.27
PHercParis4,72960,2,20335875,as-is,16572.9980469,22410.4824219,1,0,0,1.27
PHercParis4,72960,2,20335875,no-division,13003.9980469,20917.4824219,1,0,0,1.27
PHercParis4,72960,3,20336875,as-is,16744.2324219,22295.640625,1,0,0,1.27
PHercParis4,72960,3,20336875,no-division,13372.2324219,20257.640625,1,0,0,1.22
PHercParis4,72960,4,20337875,as-is,16601.2832031,22333.0097656,1,0,0,1.22
PHercParis4,72960,4,20337875,no-division,13651.2832031,19633.0097656,1,0,0,1.22
PHercParis4,72960,5,20338875,as-is,16645.3945312,22444.1191406,1,0,0,1.22
PHercParis4,72960,5,20338875,no-division,13140.3945312,19760.1191406,1,0,0,1.27
PHercParis4,72960,6,20339875,as-is,16639.0800781,22439.1601562,1,0,0,1.27
PHercParis4,72960,6,20339875,no-division,16403.0800781,22291.1601562,1,0,0,1.22
PHercParis4,72960,7,20340875,as-is,16638.5390625,22418.4179688,1,0,0,1.27
PHercParis4,72960,7,20340875,no-division,13509.5390625,20775.4179688,1,0,0,1.27
PHercParis4,72960,8,20341875,as-is,16632.1523438,22430.0488281,1,0,0,1.27
PHercParis4,72960,8,20341875,no-division,13310.1523438,19197.0488281,1,0,0,1.27
PHercParis4,72960,9,20342875,as-is,16636.1054688,22401.5644531,1,0,0,1.27
PHercParis4,72960,9,20342875,no-division,13472.1054688,20775.5644531,1,0,0,1.27
PHercParis4,72960,10,20343875,as-is,16557.109375,22451.8574219,1,0,0,1.27
