scroll,z,variant,seed,role,x,y,width,height,inside,capped,guard,seconds
PHerc0257,11848,no-division,11855,spread,3712.51,3393.22,8388.0,8388.0,1,0,0,1.22
PHerc0257,11848,no-division,135304,spread,3891.32,3396.59,8388.0,8388.0,1,0,0,1.22
PHerc0257,12537,as-is,20273452,position,1377.36,5544.9,8388.0,8388.0,1,0,0,1.22
PHerc0257,12537,no-division,20273452,position,4177.36,3863.9,8388.0,8388.0,1,0,0,1.22
PHerc0257,12537,no-division,12544,spread,4336.34,3344.87,8388.0,8388.0,1,0,0,1.22
PHerc0257,12537,no-division,135993,spread,4134.22,3828.85,8388.0,8388.0,1,0,0,1.22
PHerc0257,13226,as-is,20274141,position,1187.25,5931.67,8388.0,8388.0,1,0,0,1.22
PHerc0257,13226,no-division,20274141,position,4009.25,3854.67,8388.0,8388.0,1,0,0,1.22
PHerc0257,13226,no-division,13233,spread,3990.58,3809.07,8388.0,8388.0,1,0,0,1.22
PHerc0257,13226,no-division,136682,spread,3995.31,3825.09,8388.0,8388.0,1,0,0,1.22
PHerc0257,13916,as-is,20274831,position,-568.13,6880.4,8388.0,8388.0,0,0,0,1.22
PHerc0257,13916,no-division,20274831,position,3981.87,3760.4,8388.0,8388.0,1,0,0,1.22
PHerc0257,13916,no-division,13923,spread,3947.51,3712.51,8388.0,8388.0,1,0,0,1.22
PHerc0257,13916,no-division,137372,spread,3939.4,3711.13,8388.0,8388.0,1,0,0,1.22
PHerc0257,14605,as-is,20275520,position,-1345.55,7779.55,8388.0,8388.0,0,0,0,1.17
PHerc0257,14605,no-division,20275520,position,3983.45,4139.55,8388.0,8388.0,1,0,0,1.22
PHerc0257,14605,no-division,14612,spread,3987.56,4155.94,8388.0,8388.0,1,0,0,1.22
PHerc0257,14605,no-division,138061,spread,3956.07,3983.55,8388.0,8388.0,1,0,0,1.22
PHerc0257,15294,as-is,20276209,position,2481.89,6630.97,8388.0,8388.0,1,0,0,1.22
PHerc0257,15294,no-division,20276209,position,4263.89,4302.97,8388.0,8388.0,1,0,0,1.22
PHerc0257,15294,no-division,15301,spread,4169.76,4231.96,8388.0,8388.0,1,0,0,1.22
PHerc0257,15294,no-division,138750,spread,4178.41,4240.43,8388.0,8388.0,1,0,0,1.22
PHerc0257,15983,as-is,20276898,position,4234.98,4317.26,8388.0,8388.0,1,0,0,1.22
PHerc0257,15983,no-division,20276898,position,4235.98,4317.26,8388.0,8388.0,1,0,0,1.22
PHerc0257,15983,no-division,15990,spread,4006.21,4101.64,8388.0,8388.0,1,0,0,1.22
PHerc0257,15983,no-division,139439,spread,4197.62,4201.45,8388.0,8388.0,1,0,0,1.17
PHerc0257,16673,as-is,20277588,position,-2651.3,16186.77,8388.0,8388.0,0,0,0,1.22
PHerc0257,16673,no-division,20277588,position,4417.7,4126.77,8388.0,8388.0,1,0,0,1.22
PHerc0257,16673,no-division,16680,spread,4427.63,4155.83,8388.0,8388.0,1,0,0,1.22
PHerc0257,16673,no-division,140129,spread,4421.18,4120.9,8388.0,8388.0,1,0,0,1.22
PHerc0257,17362,as-is,20278277,position,4279.2,4574.89,8388.0,8388.0,1,0,0,1.22
PHerc0257,17362,no-division,20278277,position,3861.2,4006.89,8388.0,8388.0,1,0,0,1.22
PHerc0257,17362,no-division,17369,spread,3848.63,4000.63,8388.0,8388.0,1,0,0,1.22
PHerc0257,17362,no-division,140818,spread,3865.24,3982.61,8388.0,8388.0,1,0,0,1.22
PHerc0268,1186,as-is,20262101,position,32453.77,48383.09,12145.0,12145.0,0,0,0,1.32
PHerc0268,1186,no-division,20262101,position,8109.77,4551.09,12145.0,12145.0,1,0,0,1.22
PHerc0268,1186,no-division,1193,spread,5665.23,5146.65,12145.0,12145.0,1,0,0,1.22
PHerc0268,1186,no-division,124642,spread,5717.92,5090.52,12145.0,12145.0,1,0,0,1.22
PHerc0268,1728,as-is,20262643,position,7428.11,12246.1,12145.0,12145.0,0,0,0,1.22
PHerc0268,1728,no-division,20262643,position,5521.11,4138.1,12145.0,12145.0,1,0,0,1.22
PHerc0268,1728,no-division,1735,spread,6169.99,6285.56,12145.0,12145.0,1,0,0,1.22
PHerc0268,1728,no-division,125184,spread,5378.15,4386.49,12145.0,12145.0,1,0,0,1.22
PHerc0268,2270,as-is,20263185,position,7077.07,9129.47,12145.0,12145.0,1,0,0,1.22
PHerc0268,2270,no-division,20263185,position,7754.07,4371.47,12145.0,12145.0,1,0,0,1.22
PHerc0268,2270,no-division,2277,spread,7765.54,4379.85,12145.0,12145.0,1,0,0,1.22
PHerc0268,2270,no-division,125726,spread,7750.96,4397.55,12145.0,12145.0,1,0,0,1.22
PHerc0268,2811,as-is,20263726,position,6758.59,9612.71,12145.0,12145.0,1,0,0,1.22
PHerc0268,2811,no-division,20263726,position,7539.59,5206.71,12145.0,12145.0,1,0,0,1.22
PHerc0268,2811,no-division,2818,spread,7345.41,5123.3,12145.0,12145.0,1,0,0,1.27
PHerc0268,2811,no-division,126267,spread,7685.4,5423.29,12145.0,12145.0,1,0,0,1.22
PHerc0268,3353,as-is,20264268,position,5676.03,5816.98,12145.0,12145.0,1,0,0,1.22
PHerc0268,3353,no-division,20264268,position,6109.03,6485.98,12145.0,12145.0,1,0,0,1.27
PHerc0268,3353,no-division,3360,spread,5960.68,6563.62,12145.0,12145.0,1,0,0,1.22
PHerc0268,3353,no-division,126809,spread,6167.7,6408.71,12145.0,12145.0,1,0,0,1.22
PHerc0268,3895,as-is,20264810,position,19568.05,125279.81,12145.0,12145.0,0,0,0,1.37
PHerc0268,3895,no-division,20264810,position,5193.05,6503.81,12145.0,12145.0,1,0,0,1.27
PHerc0268,3895,no-division,3902,spread,5188.98,6637.83,12145.0,12145.0,1,0,0,1.22
PHerc0268,3895,no-division,127351,spread,4883.38,6255.17,12145.0,12145.0,1,0,0,1.27
PHerc0268,4437,as-is,20265352,position,6057.96,5730.3,12145.0,12145.0,1,0,0,1.27
PHerc0268,4437,no-division,20265352,position,5698.96,6536.3,12145.0,12145.0,1,0,0,1.27
PHerc0268,4437,no-division,4444,spread,5346.77,6385.23,12145.0,12145.0,1,0,0,1.22
PHerc0268,4437,no-division,127893,spread,5545.26,6943.6,12145.0,12145.0,1,0,0,1.27
PHerc0268,4978,as-is,20265893,position,5995.94,5742.4,12145.0,12145.0,1,0,0,1.27
PHerc0268,4978,no-division,20265893,position,5832.94,5567.4,12145.0,12145.0,1,0,0,1.27
PHerc0268,4978,no-division,4985,spread,5617.99,6327.67,12145.0,12145.0,1,0,0,1.22
PHerc0268,4978,no-division,128434,spread,5749.86,5603.23,12145.0,12145.0,1,0,0,1.27
PHerc0268,5520,as-is,20266435,position,6136.33,5043.12,12145.0,12145.0,1,0,0,1.27
PHerc0268,5520,no-division,20266435,position,6138.33,5043.12,12145.0,12145.0,1,0,0,1.27
PHerc0268,5520,no-division,5527,spread,5756.38,4832.66,12145.0,12145.0,1,0,0,1.22
PHerc0268,5520,no-division,128976,spread,6077.81,5318.21,12145.0,12145.0,1,0,0,1.22
PHerc0268,6062,as-is,20266977,position,5218.89,5702.94,12145.0,12145.0,1,0,0,1.22
PHerc0268,6062,no-division,20266977,position,6200.89,4254.94,12145.0,12145.0,1,0,0,1.22
PHerc0268,6062,no-division,6069,spread,6307.19,4127.31,12145.0,12145.0,1,0,0,1.27
PHerc0268,6062,no-division,129518,spread,6002.75,4003.26,12145.0,12145.0,1,0,0,1.22
PHerc0268,6603,as-is,20267518,position,6922.84,4218.54,12145.0,12145.0,1,0,0,1.27
PHerc0268,6603,no-division,20267518,position,6266.84,3984.54,12145.0,12145.0,1,0,0,1.27
PHerc0268,6603,no-division,6610,spread,6010.36,4561.77,12145.0,12145.0,1,0,0,1.22
PHerc0268,6603,no-division,130059,spread,5866.13,4519.34,12145.0,12145.0,1,0,0,1.27
PHerc0268,7145,as-is,20268060,position,5697.32,5118.79,12145.0,12145.0,1,0,0,1.27
PHerc0268,7145,no-division,20268060,position,6311.32,4320.79,12145.0,12145.0,1,0,0,1.22
PHerc0268,7145,no-division,7152,spread,6270.93,4317.17,12145.0,12145.0,1,0,0,1.22
PHerc0268,7145,no-division,130601,spread,5671.22,4566.21,12145.0,12145.0,1,0,0,1.22
PHerc0268,7687,as-is,20268602,position,6272.04,5579.89,12145.0,12145.0,1,0,0,1.27
PHerc0268,7687,no-division,20268602,position,5944.04,5267.89,12145.0,12145.0,1,0,0,1.22
PHerc0268,7687,no-division,7694,spread,6023.84,5179.65,12145.0,12145.0,1,0,0,1.22
PHerc0268,7687,no-division,131143,spread,5633.35,4754.22,12145.0,12145.0,1,0,0,1.22
PHerc0268,8229,as-is,20269144,position,6167.42,6156.13,12145.0,12145.0,1,0,0,1.27
PHerc0268,8229,no-division,20269144,position,5992.42,5194.13,12145.0,12145.0,1,0,0,1.22
PHerc0268,8229,no-division,8236,spread,6185.29,5016.12,12145.0,12145.0,1,0,0,1.27
PHerc0268,8229,no-division,131685,spread,5885.41,4920.82,12145.0,12145.0,1,0,0,1.22
PHerc0268,8770,as-is,20269685,position,6226.19,6225.8,12145.0,12145.0,1,0,0,1.22
PHerc0268,8770,no-division,20269685,position,6518.19,6987.8,12145.0,12145.0,1,0,0,1.22
PHerc0268,8770,no-division,8777,spread,6560.87,6937.5,12145.0,12145.0,1,0,0,1.22
PHerc0268,8770,no-division,132226,spread,5554.08,7478.45,12145.0,12145.0,1,0,0,1.22
PHerc0268,9312,as-is,20270227,position,5829.48,5910.11,12145.0,12145.0,1,0,0,1.27
PHerc0268,9312,no-division,20270227,position,6152.48,6722.11,12145.0,12145.0,1,0,0,1.22
PHerc0268,9312,no-division,9319,spread,6055.87,6786.84,12145.0,12145.0,1,0,0,1.22
PHerc0268,9312,no-division,132768,spread,6347.5,6630.11,12145.0,12145.0,1,0,0,1.27
PHerc0268,9854,as-is,20270769,position,6449.16,6575.83,12145.0,12145.0,1,0,0,1.22
PHerc0268,9854,no-division,20270769,position,6285.16,7912.83,12145.0,12145.0,1,0,0,1.27
PHerc0268,9854,no-division,9861,spread,6255.47,7659.3,12145.0,12145.0,1,0,0,1.27
PHerc0268,9854,no-division,133310,spread,6143.41,7747.78,12145.0,12145.0,1,0,0,1.22
PHerc0268,10395,as-is,20271310,position,5727.52,6337.37,12145.0,12145.0,1,0,0,1.27
PHerc0268,10395,no-division,20271310,position,6305.52,8170.37,12145.0,12145.0,1,0,0,1.22
PHerc0268,10395,no-division,10402,spread,6069.07,8097.55,12145.0,12145.0,1,0,0,1.27
PHerc0268,10395,no-division,133851,spread,6389.67,8206.05,12145.0,12145.0,1,0,0,1.27
PHerc0268,10937,as-is,20271852,position,6255.65,7562.2,12145.0,12145.0,1,0,0,1.27
PHerc0268,10937,no-division,20271852,position,6142.65,7875.2,12145.0,12145.0,1,0,0,1.27
PHerc0268,10937,no-division,10944,spread,6440.94,7945.21,12145.0,12145.0,1,0,0,1.27
PHerc0268,10937,no-division,134393,spread,6512.77,7982.2,12145.0,12145.0,1,0,0,1.27
PHerc0268,11479,as-is,20272394,position,6386.15,7607.79,12145.0,12145.0,1,0,0,1.27
PHerc0268,11479,no-division,20272394,position,6386.15,7614.79,12145.0,12145.0,1,0,0,1.22
PHerc0268,11479,no-division,11486,spread,6563.48,7495.92,12145.0,12145.0,1,0,0,1.22
PHerc0268,11479,no-division,134935,spread,6237.65,7598.04,12145.0,12145.0,1,0,0,1.27
PHerc0268,12021,as-is,20272936,position,4098.43,1343.82,12145.0,12145.0,1,0,0,1.22
PHerc0268,12021,no-division,20272936,position,6603.43,3861.82,12145.0,12145.0,1,0,0,1.22
PHerc0268,12021,no-division,12028,spread,6599.54,3833.89,12145.0,12145.0,1,0,0,1.27
PHerc0268,12021,no-division,135477,spread,6637.96,3831.67,12145.0,12145.0,1,0,0,1.22
PHerc0268,12562,as-is,20273477,position,6398.26,6021.52,12145.0,12145.0,1,0,0,1.22
PHerc0268,12562,no-division,20273477,position,5920.26,6952.52,12145.0,12145.0,1,0,0,1.22
PHerc0268,12562,no-division,12569,spread,6417.0,6687.85,12145.0,12145.0,1,0,0,1.22
PHerc0268,12562,no-division,136018,spread,6251.64,7012.38,12145.0,12145.0,1,0,0,1.22
PHerc0268,13104,as-is,20274019,position,5940.35,5281.16,12145.0,12145.0,1,0,0,1.17
PHerc0268,13104,no-division,20274019,position,4621.35,8322.16,12145.0,12145.0,1,0,0,1.22
PHerc0268,13104,no-division,13111,spread,6188.07,8250.52,12145.0,12145.0,1,0,0,1.22
PHerc0268,13104,no-division,136560,spread,6171.96,8333.66,12145.0,12145.0,1,0,0,1.22
PHerc0268,13646,as-is,20274561,position,5654.7,4981.29,12145.0,12145.0,1,0,0,1.17
PHerc0268,13646,no-division,20274561,position,6263.7,9902.29,12145.0,12145.0,1,0,0,1.22
PHerc0268,13646,no-division,13653,spread,6431.31,9795.51,12145.0,12145.0,1,0,0,1.22
PHerc0268,13646,no-division,137102,spread,6234.04,9890.22,12145.0,12145.0,1,0,0,1.22
PHerc0306B,1271,as-is,20262186,position,4366.56,39.86,8849.0,8849.0,1,0,0,1.22
PHerc0306B,1271,no-division,20262186,position,3869.56,5343.86,8849.0,8849.0,1,0,0,1.17
PHerc0306B,1271,no-division,1278,spread,3803.71,5436.0,8849.0,8849.0,1,0,0,1.22
PHerc0306B,1271,no-division,124727,spread,4775.75,5853.6,8849.0,8849.0,1,0,0,1.27
PHerc0306B,1852,as-is,20262767,position,4465.86,961.95,8849.0,8849.0,1,0,0,1.22
PHerc0306B,1852,no-division,20262767,position,4158.86,4927.95,8849.0,8849.0,1,0,0,1.22
PHerc0306B,1852,no-division,1859,spread,4016.39,4921.06,8849.0,8849.0,1,0,0,1.22
PHerc0306B,1852,no-division,125308,spread,4243.87,5167.64,8849.0,8849.0,1,0,0,1.22
PHerc0306B,2433,as-is,20263348,position,4436.61,-1045.52,8849.0,8849.0,0,0,0,1.22
PHerc0306B,2433,no-division,20263348,position,4415.61,4873.48,8849.0,8849.0,1,0,0,1.22
PHerc0306B,2433,no-division,2440,spread,4385.89,4882.46,8849.0,8849.0,1,0,0,1.22
PHerc0306B,2433,no-division,125889,spread,4357.77,4886.75,8849.0,8849.0,1,0,0,1.22
PHerc0306B,3013,as-is,20263928,position,4260.2,4558.05,8849.0,8849.0,1,0,0,1.22
PHerc0306B,3013,no-division,20263928,position,4262.2,4578.05,8849.0,8849.0,1,0,0,1.22
PHerc0306B,3013,no-division,3020,spread,4237.38,4567.74,8849.0,8849.0,1,0,0,1.22
PHerc0306B,3013,no-division,126469,spread,4110.47,4750.39,8849.0,8849.0,1,0,0,1.22
PHerc0306B,3594,as-is,20264509,position,4311.87,4751.15,8849.0,8849.0,1,0,0,1.17
PHerc0306B,3594,no-division,20264509,position,4481.87,4817.15,8849.0,8849.0,1,0,0,1.22
PHerc0306B,3594,no-division,3601,spread,4448.55,4878.4,8849.0,8849.0,1,0,0,1.22
PHerc0306B,3594,no-division,127050,spread,4341.78,4802.9,8849.0,8849.0,1,0,0,1.22
PHerc0306B,4174,as-is,20265089,position,4339.19,4370.11,8849.0,8849.0,1,0,0,1.22
PHerc0306B,4174,no-division,20265089,position,4551.19,4866.11,8849.0,8849.0,1,0,0,1.22
PHerc0306B,4174,no-division,4181,spread,4225.04,5540.24,8849.0,8849.0,1,0,0,1.22
PHerc0306B,4174,no-division,127630,spread,4586.37,4851.36,8849.0,8849.0,1,0,0,1.27
PHerc0306B,4755,as-is,20265670,position,3861.67,5259.64,8849.0,8849.0,1,0,0,1.22
PHerc0306B,4755,no-division,20265670,position,4466.67,5253.64,8849.0,8849.0,1,0,0,1.22
PHerc0306B,4755,no-division,4762,spread,4358.93,5181.7,8849.0,8849.0,1,0,0,1.22
PHerc0306B,4755,no-division,128211,spread,4486.32,5129.7,8849.0,8849.0,1,0,0,1.22
PHerc0306B,5336,as-is,20266251,position,5113.56,4760.29,8849.0,8849.0,1,0,0,1.22
PHerc0306B,5336,no-division,20266251,position,4166.56,4842.29,8849.0,8849.0,1,0,0,1.27
PHerc0306B,5336,no-division,5343,spread,4306.33,5099.07,8849.0,8849.0,1,0,0,1.22
PHerc0306B,5336,no-division,128792,spread,4182.49,5178.43,8849.0,8849.0,1,0,0,1.22
PHerc0306B,5916,as-is,20266831,position,4496.79,5269.11,8849.0,8849.0,1,0,0,1.22
PHerc0306B,5916,no-division,20266831,position,4493.79,5267.11,8849.0,8849.0,1,0,0,1.22
PHerc0306B,5916,no-division,5923,spread,4499.16,4994.81,8849.0,8849.0,1,0,0,1.22
PHerc0306B,5916,no-division,129372,spread,4470.42,5253.04,8849.0,8849.0,1,0,0,1.22
PHerc0306B,6497,as-is,20267412,position,7531.3,-2968.32,8849.0,8849.0,0,0,0,1.27
PHerc0306B,6497,no-division,20267412,position,4247.3,4935.68,8849.0,8849.0,1,0,0,1.22
PHerc0306B,6497,no-division,6504,spread,4403.98,4224.6,8849.0,8849.0,1,0,0,1.22
PHerc0306B,6497,no-division,129953,spread,4462.52,4860.47,8849.0,8849.0,1,0,0,1.22
PHerc0306B,7078,as-is,20267993,position,8470.99,-11215.01,8849.0,8849.0,0,0,0,1.22
PHerc0306B,7078,no-division,20267993,position,4662.99,5020.99,8849.0,8849.0,1,0,0,1.22
PHerc0306B,7078,no-division,7085,spread,4620.33,4983.43,8849.0,8849.0,1,0,0,1.22
PHerc0306B,7078,no-division,130534,spread,4659.74,5044.67,8849.0,8849.0,1,0,0,1.22
PHerc0306B,7658,as-is,20268573,position,6580.96,-1378.52,8849.0,8849.0,0,0,0,1.22
PHerc0306B,7658,no-division,20268573,position,4654.96,4854.48,8849.0,8849.0,1,0,0,1.22
PHerc0306B,7658,no-division,7665,spread,4555.82,4783.34,8849.0,8849.0,1,0,0,1.22
PHerc0306B,7658,no-division,131114,spread,4426.56,4707.63,8849.0,8849.0,1,0,0,1.22
PHerc0306B,8239,as-is,20269154,position,6064.56,73.32,8849.0,8849.0,1,0,0,1.22
PHerc0306B,8239,no-division,20269154,position,4828.56,4719.32,8849.0,8849.0,1,0,0,1.22
PHerc0306B,8239,no-division,8246,spread,4855.89,4684.03,8849.0,8849.0,1,0,0,1.22
PHerc0306B,8239,no-division,131695,spread,4840.39,4689.1,8849.0,8849.0,1,0,0,1.22
PHerc0306B,8819,as-is,20269734,position,4956.39,4548.93,8849.0,8849.0,1,0,0,1.22
PHerc0306B,8819,no-division,20269734,position,5179.39,4625.93,8849.0,8849.0,1,0,0,1.22
PHerc0306B,8819,no-division,8826,spread,4909.9,4586.51,8849.0,8849.0,1,0,0,1.17
PHerc0306B,8819,no-division,132275,spread,5122.41,4618.7,8849.0,8849.0,1,0,0,1.22
PHerc0306B,9400,as-is,20270315,position,5052.04,4170.91,8849.0,8849.0,1,0,0,1.22
PHerc0306B,9400,no-division,20270315,position,4928.04,4458.91,8849.0,8849.0,1,0,0,1.22
PHerc0306B,9400,no-division,9407,spread,4958.05,4391.9,8849.0,8849.0,1,0,0,1.22
PHerc0306B,9400,no-division,132856,spread,5075.82,4351.46,8849.0,8849.0,1,0,0,1.22
PHerc0306B,9981,as-is,20270896,position,5042.05,4010.33,8849.0,8849.0,1,0,0,1.17
PHerc0306B,9981,no-division,20270896,position,5033.05,4017.33,8849.0,8849.0,1,0,0,1.22
PHerc0306B,9981,no-division,9988,spread,4951.84,3926.83,8849.0,8849.0,1,0,0,1.22
PHerc0306B,9981,no-division,133437,spread,5008.43,3992.01,8849.0,8849.0,1,0,0,1.22
PHerc0306B,10561,as-is,20271476,position,4895.81,3874.0,8849.0,8849.0,1,0,0,1.22
PHerc0306B,10561,no-division,20271476,position,4873.81,3567.0,8849.0,8849.0,1,0,0,1.22
PHerc0306B,10561,no-division,10568,spread,4988.56,3706.16,8849.0,8849.0,1,0,0,1.22
PHerc0306B,10561,no-division,134017,spread,4953.58,3568.8,8849.0,8849.0,1,0,0,1.22
PHerc0306B,11142,as-is,20272057,position,5039.59,3369.84,8849.0,8849.0,1,0,0,1.22
PHerc0306B,11142,no-division,20272057,position,5054.59,3356.84,8849.0,8849.0,1,0,0,1.22
PHerc0306B,11142,no-division,11149,spread,4931.42,3513.23,8849.0,8849.0,1,0,0,1.22
PHerc0306B,11142,no-division,134598,spread,4952.52,3474.55,8849.0,8849.0,1,0,0,1.22
PHerc0306B,11723,as-is,20272638,position,4154.03,6785.0,8849.0,8849.0,1,0,0,1.22
PHerc0306B,11723,no-division,20272638,position,5125.03,3373.0,8849.0,8849.0,1,0,0,1.22
PHerc0306B,11723,no-division,11730,spread,5024.69,3218.93,8849.0,8849.0,1,0,0,1.22
PHerc0306B,11723,no-division,135179,spread,4911.54,3212.9,8849.0,8849.0,1,0,0,1.22
PHerc0306B,12303,as-is,20273218,position,4300.69,8656.5,8849.0,8849.0,1,0,0,1.22
PHerc0306B,12303,no-division,20273218,position,4914.69,2885.5,8849.0,8849.0,1,0,0,1.22
PHerc0306B,12303,no-division,12310,spread,4817.23,2878.02,8849.0,8849.0,1,0,0,1.22
PHerc0306B,12303,no-division,135759,spread,4695.05,2841.5,8849.0,8849.0,1,0,0,1.22
PHerc0306B,12884,as-is,20273799,position,4820.29,6725.68,8849.0,8849.0,1,0,0,1.22
PHerc0306B,12884,no-division,20273799,position,4302.29,3475.68,8849.0,8849.0,1,0,0,1.22
PHerc0306B,12884,no-division,12891,spread,4318.17,3022.51,8849.0,8849.0,1,0,0,1.22
PHerc0306B,12884,no-division,136340,spread,4305.31,2920.93,8849.0,8849.0,1,0,0,1.22
PHerc0306B,13464,as-is,20274379,position,4718.06,6704.55,8849.0,8849.0,1,0,0,1.22
PHerc0306B,13464,no-division,20274379,position,3691.06,3645.55,8849.0,8849.0,1,0,0,1.22
PHerc0306B,13464,no-division,13471,spread,4365.01,2786.48,8849.0,8849.0,1,0,0,1.22
PHerc0306B,13464,no-division,136920,spread,4369.9,2789.71,8849.0,8849.0,1,0,0,1.22
PHerc0306B,14045,as-is,20274960,position,4596.33,5581.04,8849.0,8849.0,1,0,0,1.22
PHerc0306B,14045,no-division,20274960,position,4322.33,2731.04,8849.0,8849.0,1,0,0,1.22
PHerc0306B,14045,no-division,14052,spread,4296.41,2721.16,8849.0,8849.0,1,0,0,1.22
PHerc0306B,14045,no-division,137501,spread,4303.69,2731.85,8849.0,8849.0,1,0,0,1.17
PHerc0306B,14626,as-is,20275541,position,3834.56,5378.65,8849.0,8849.0,1,0,0,1.22
PHerc0306B,14626,no-division,20275541,position,4910.56,3375.65,8849.0,8849.0,1,0,0,1.27
PHerc0306B,14626,no-division,14633,spread,4853.78,3329.94,8849.0,8849.0,1,0,0,1.22
PHerc0306B,14626,no-division,138082,spread,4931.03,3399.22,8849.0,8849.0,1,0,0,1.22
PHerc0332,671,as-is,20261586,position,1807.76,2082.03,3941.0,3941.0,1,0,0,1.22
PHerc0332,671,no-division,20261586,position,2586.76,2540.03,3941.0,3941.0,1,0,0,1.22
PHerc0332,671,no-division,678,spread,2239.28,2125.81,3941.0,3941.0,1,0,0,1.29
PHerc0332,671,no-division,124127,spread,2239.38,2135.95,3941.0,3941.0,1,0,0,1.22
PHerc0332,978,as-is,20261893,position,2111.14,2119.15,3941.0,3941.0,1,0,0,1.17
PHerc0332,978,no-division,20261893,position,1992.14,2070.15,3941.0,3941.0,1,0,0,1.23
PHerc0332,978,no-division,985,spread,1992.07,2043.5,3941.0,3941.0,1,0,0,1.28
PHerc0332,978,no-division,124434,spread,1981.12,2089.36,3941.0,3941.0,1,0,0,1.17
PHerc0332,1285,as-is,20262200,position,2126.52,2086.57,3941.0,3941.0,1,0,0,1.22
PHerc0332,1285,no-division,20262200,position,2115.52,2089.57,3941.0,3941.0,1,0,0,1.22
PHerc0332,1285,no-division,1292,spread,2124.0,2084.84,3941.0,3941.0,1,0,0,1.23
PHerc0332,1285,no-division,124741,spread,2120.53,2072.09,3941.0,3941.0,1,0,0,1.22
PHerc0332,1591,as-is,20262506,position,2123.77,2093.13,3941.0,3941.0,1,0,0,1.22
PHerc0332,1591,no-division,20262506,position,2122.77,2092.13,3941.0,3941.0,1,0,0,1.33
PHerc0332,1591,no-division,1598,spread,2127.26,2082.41,3941.0,3941.0,1,0,0,1.22
PHerc0332,1591,no-division,125047,spread,2120.37,2085.72,3941.0,3941.0,1,0,0,1.17
PHerc0332,1898,as-is,20262813,position,2098.71,2094.71,3941.0,3941.0,1,0,0,1.22
PHerc0332,1898,no-division,20262813,position,2101.71,2095.71,3941.0,3941.0,1,0,0,1.23
PHerc0332,1898,no-division,1905,spread,2093.65,2095.6,3941.0,3941.0,1,0,0,1.39
PHerc0332,1898,no-division,125354,spread,2090.94,2100.14,3941.0,3941.0,1,0,0,1.22
PHerc0332,2205,as-is,20263120,position,2092.45,2092.67,3941.0,3941.0,1,0,0,1.22
PHerc0332,2205,no-division,20263120,position,2093.45,2095.67,3941.0,3941.0,1,0,0,1.28
PHerc0332,2205,no-division,2212,spread,2091.71,2102.44,3941.0,3941.0,1,0,0,1.27
PHerc0332,2205,no-division,125661,spread,2086.97,2104.66,3941.0,3941.0,1,0,0,1.17
PHerc0332,2512,as-is,20263427,position,2094.34,2099.41,3941.0,3941.0,1,0,0,1.22
PHerc0332,2512,no-division,20263427,position,2094.34,2099.41,3941.0,3941.0,1,0,0,1.22
PHerc0332,2512,no-division,2519,spread,2070.79,2117.16,3941.0,3941.0,1,0,0,1.22
PHerc0332,2512,no-division,125968,spread,2069.76,2112.98,3941.0,3941.0,1,0,0,1.22
PHerc0332,2818,as-is,20263733,position,2079.72,2100.7,3941.0,3941.0,1,0,0,1.22
PHerc0332,2818,no-division,20263733,position,2085.72,2094.7,3941.0,3941.0,1,0,0,1.22
PHerc0332,2818,no-division,2825,spread,2081.04,2097.85,3941.0,3941.0,1,0,0,1.22
PHerc0332,2818,no-division,126274,spread,2072.07,2114.71,3941.0,3941.0,1,0,0,1.22
PHerc0332,3125,as-is,20264040,position,2056.29,2114.9,3941.0,3941.0,1,0,0,1.22
PHerc0332,3125,no-division,20264040,position,2056.29,2117.9,3941.0,3941.0,1,0,0,1.22
PHerc0332,3125,no-division,3132,spread,2063.13,2109.79,3941.0,3941.0,1,0,0,1.22
PHerc0332,3125,no-division,126581,spread,2053.14,2119.6,3941.0,3941.0,1,0,0,1.22
PHerc0332,3432,as-is,20264347,position,2028.28,2128.8,3941.0,3941.0,1,0,0,1.22
PHerc0332,3432,no-division,20264347,position,2020.28,2126.8,3941.0,3941.0,1,0,0,1.22
PHerc0332,3432,no-division,3439,spread,2015.18,2123.57,3941.0,3941.0,1,0,0,1.22
PHerc0332,3432,no-division,126888,spread,2009.01,2143.4,3941.0,3941.0,1,0,0,1.22
PHerc0332,3738,as-is,20264653,position,2024.69,2125.6,3941.0,3941.0,1,0,0,1.22
PHerc0332,3738,no-division,20264653,position,2029.69,2126.6,3941.0,3941.0,1,0,0,1.22
PHerc0332,3738,no-division,3745,spread,2025.54,2122.21,3941.0,3941.0,1,0,0,1.22
PHerc0332,3738,no-division,127194,spread,2020.66,2124.78,3941.0,3941.0,1,0,0,1.22
PHerc0332,4045,as-is,20264960,position,2026.51,2123.5,3941.0,3941.0,1,0,0,1.22
PHerc0332,4045,no-division,20264960,position,2032.51,2132.5,3941.0,3941.0,1,0,0,1.22
PHerc0332,4045,no-division,4052,spread,2032.44,2132.99,3941.0,3941.0,1,0,0,1.22
PHerc0332,4045,no-division,127501,spread,2028.14,2129.82,3941.0,3941.0,1,0,0,1.22
PHerc0332,4352,as-is,20265267,position,1927.43,2081.36,3941.0,3941.0,1,0,0,1.22
PHerc0332,4352,no-division,20265267,position,1924.43,2076.36,3941.0,3941.0,1,0,0,1.17
PHerc0332,4352,no-division,4359,spread,1907.64,2059.45,3941.0,3941.0,1,0,0,1.17
