scroll,z,segments,samples,lambda_max,lambda_min,mean_at_reference,lambda_over_mean,predicts_runaway,estimate_k0_x,estimate_k0_y,mean_at_refined,predicts_runaway_refined,seeds,seeds_outside,outside_majority,outside_seed_zero
PHerc0800,6747,49520,10000,0.5582,0.4418,0.6892,0.81,0,5986.99,4448.79,0.7058,0,20,0,0,0
PHerc0800,7515,45485,10000,0.5483,0.4517,0.6899,0.7947,0,5927.83,4116.11,0.7382,0,20,0,0,0
PHerc0800,8284,48357,10000,0.5539,0.4461,0.7334,0.7553,0,5507.56,4805.67,0.7545,0,20,0,0,0
PHerc0800,9053,50030,10000,0.6456,0.3544,0.7155,0.9023,0,5223.76,4921.34,0.7172,0,20,0,0,0
PHerc0800,9822,51364,10000,0.701,0.299,0.6446,1.0874,1,9707.81,2361.24,0.7387,0,20,9,0,0
PHerc0800,10590,49633,10000,0.6977,0.3023,0.6207,1.1241,1,9169.32,2805.04,0.7405,0,20,0,0,0
PHerc0800,11359,51803,10000,0.7161,0.2839,0.6237,1.1482,1,9176.81,2760.1,0.7636,0,20,0,0,0
PHerc0800,12128,50104,10000,0.7213,0.2787,0.6643,1.0859,1,9492.83,2671.02,0.7588,0,20,2,0,0
PHerc0800,12896,43367,10000,0.7288,0.2712,0.6048,1.2052,1,13404.95,1143.23,0.7394,0,20,20,1,1
PHerc0800,13665,39324,10000,0.6923,0.3077,0.5598,1.2368,1,624581.06,-217649.33,0.6922,1,20,20,1,1
PHerc0800,14434,43684,10000,0.7049,0.2951,0.5666,1.2439,1,1433647.75,-733311.31,0.7048,1,20,20,1,1
PHerc0800,15202,39690,10000,0.6804,0.3196,0.551,1.2348,1,14068.01,-841.86,0.689,0,20,20,1,1
PHerc0800,15971,42827,10000,0.6884,0.3116,0.5612,1.2266,1,35408.99,-10094.62,0.6889,0,20,20,1,1
PHerc0800,16740,49772,10000,0.682,0.318,0.5942,1.1479,1,-6655.33,9332.26,0.6895,0,20,20,1,1
PHerc0800,17509,50647,10000,0.6323,0.3677,0.6593,0.9591,0,3938.31,5866.41,0.6752,0,20,0,0,0
PHerc0800,18277,53867,10000,0.5457,0.4543,0.7217,0.756,0,4870.32,5333.88,0.7318,0,20,0,0,0
PHerc0800,19046,59551,10000,0.5546,0.4454,0.7411,0.7483,0,4985.36,5501.16,0.7397,0,20,0,0,0
PHerc0800,19815,60399,10000,0.5684,0.4316,0.7283,0.7805,0,5748.75,5118.05,0.7338,0,20,0,0,0
PHerc0800,20583,61942,10000,0.5498,0.4502,0.7644,0.7192,0,5657.39,5065.36,0.7697,0,20,0,0,0
PHerc0800,21352,41692,10000,0.5263,0.4737,0.6929,0.7595,0,5747.5,4693.31,0.7246,0,20,0,0,0
PHerc0813,2600,24449,10000,0.6231,0.3769,0.6261,0.9952,0,2574.52,3510.34,0.7176,0,20,0,0,0
PHerc0813,3182,33859,10000,0.6519,0.3481,0.5953,1.0952,1,3288.79,3485.49,0.6629,0,20,0,0,0
PHerc0813,3765,35583,10000,0.6224,0.3776,0.6017,1.0344,1,3241.22,3286.35,0.7377,0,20,0,0,0
PHerc0813,4347,37658,10000,0.593,0.407,0.5932,0.9997,0,3455.79,3424.03,0.717,0,20,0,0,0
PHerc0813,4929,37558,10000,0.6013,0.3987,0.5977,1.006,1,4109.13,4689.9,0.6908,0,20,0,0,0
PHerc0813,5511,37754,10000,0.5456,0.4544,0.5732,0.9518,0,4224.96,5108.6,0.6613,0,20,0,0,0
PHerc0813,6094,38450,10000,0.6218,0.3782,0.5318,1.1691,1,4225.43,4646.31,0.6804,0,20,0,0,0
PHerc0813,6676,34747,10000,0.6845,0.3155,0.5221,1.311,1,2249.27,-1468.25,0.7164,0,20,20,1,1
PHerc0813,7258,29699,10000,0.7296,0.2704,0.5174,1.4099,1,2371.67,-1590.82,0.758,0,20,20,1,1
PHerc0813,7840,24992,10000,0.627,0.373,0.6195,1.012,1,5310.87,4548.6,0.6514,0,20,0,0,0
PHerc0813,8423,27783,10000,0.5399,0.4601,0.5712,0.9454,0,4507.54,3660.76,0.6565,0,20,0,0,0
PHerc0813,9005,29371,10000,0.5468,0.4532,0.5605,0.9755,0,4799.27,3693.84,0.6613,0,20,0,0,0
PHerc0813,9587,33620,10000,0.562,0.438,0.5776,0.973,0,4148.87,4208.02,0.6459,0,20,0,0,0
PHerc0813,10169,32214,10000,0.5709,0.4291,0.6058,0.9424,0,4684.5,4101.06,0.716,0,20,0,0,0
PHerc0813,10752,36235,10000,0.5973,0.4027,0.5851,1.0209,1,4985.57,3965.36,0.6665,0,20,0,0,0
PHerc0813,11334,37478,10000,0.5593,0.4407,0.7287,0.7676,0,3574.56,3576.13,0.7353,0,20,0,0,0
PHerc0813,11916,35076,10000,0.5505,0.4495,0.6858,0.8026,0,3353.2,3657.37,0.6867,0,20,0,0,0
PHerc0813,12498,37594,10000,0.5388,0.4612,0.6971,0.7729,0,3433.91,3601.82,0.7208,0,20,0,0,0
PHerc0813,13081,36455,10000,0.5448,0.4552,0.7102,0.7671,0,3335.19,3502.62,0.7243,0,20,0,0,0
PHerc0813,13663,35020,10000,0.5271,0.4729,0.779,0.6766,0,3209.45,3889.75,0.7797,0,20,0,0,0
PHerc0813,14245,34595,10000,0.5421,0.4579,0.7156,0.7576,0,3063.5,3661.44,0.72,0,20,0,0,0
PHerc0813,14827,34193,10000,0.5859,0.4141,0.7492,0.7821,0,2860.43,3537.72,0.7598,0,20,0,0,0
PHerc0813,15410,29140,10000,0.6272,0.3728,0.6587,0.9522,0,2940.64,3151.56,0.6897,0,20,0,0,0
PHerc0813,15992,23711,10000,0.6503,0.3497,0.7835,0.8299,0,2461.81,3230.84,0.7837,0,20,0,0,0
PHerc1203,2320,28760,10000,0.6103,0.3897,0.8089,0.7545,0,3500.63,2984.9,0.8111,0,20,0,0,0
PHerc1203,2995,29789,10000,0.5818,0.4182,0.7628,0.7627,0,3577.72,3224.56,0.771,0,20,0,0,0
PHerc1203,3670,31548,10000,0.6226,0.3774,0.7191,0.8658,0,3223.16,3344.6,0.719,0,20,0,0,0
PHerc1203,4344,32888,10000,0.654,0.346,0.697,0.9383,0,3282.36,3168.92,0.7019,0,20,0,0,0
PHerc1203,5019,30010,10000,0.6759,0.3241,0.5995,1.1275,1,2266.12,3978.78,0.6772,0,20,11,1,0
PHerc1203,5694,26428,10000,0.6942,0.3058,0.6083,1.1414,1,-235938.62,633140.44,0.6936,1,20,20,1,1
PHerc1203,6369,23573,10000,0.7503,0.2497,0.5485,1.3678,1,2585.48,8341.09,0.7678,0,20,20,1,1
PHerc1203,7043,25995,10000,0.7758,0.2242,0.5959,1.3018,1,2469.34,8891.75,0.8002,0,20,20,1,1
PHerc1203,7718,23961,10000,0.758,0.242,0.5873,1.2906,1,2508.38,8404.0,0.7798,0,20,20,1,1
PHerc1203,8393,24445,10000,0.7244,0.2756,0.6535,1.1085,1,2485.48,12425.82,0.731,0,20,20,1,1
PHerc1203,9068,24970,10000,0.7331,0.2669,0.6142,1.1936,1,3536.99,-1564.47,0.7451,0,20,20,1,1
PHerc1203,9743,23872,10000,0.6748,0.3252,0.6098,1.1066,1,3339.55,1118.72,0.7152,0,20,0,0,0
PHerc1203,10417,23714,10000,0.6415,0.3585,0.6229,1.0299,1,4502.48,305.35,0.6836,0,20,1,0,0
PHerc1203,11092,23751,10000,0.5859,0.4141,0.721,0.8126,0,2906.32,3466.05,0.7541,0,20,0,0,0
PHerc1203,11767,26156,10000,0.6023,0.3977,0.6952,0.8664,0,3437.76,3183.82,0.7012,0,20,0,0,0
PHerc1203,12442,27450,10000,0.6224,0.3776,0.7302,0.8524,0,3169.93,3082.94,0.7321,0,20,0,0,0
PHerc1203,13117,29239,10000,0.6166,0.3834,0.7983,0.7724,0,3326.62,3008.49,0.8006,0,20,0,0,0
PHerc1203,13791,28847,10000,0.5978,0.4022,0.7982,0.749,0,3605.19,3315.02,0.804,0,20,0,0,0
PHerc1203,14466,31031,10000,0.5506,0.4494,0.753,0.7313,0,3811.37,3839.51,0.7588,0,20,0,0,0
PHerc1203,15141,31290,10000,0.5519,0.4481,0.7219,0.7645,0,3862.18,4215.19,0.7261,0,20,0,0,0
PHerc1203,15816,32848,10000,0.6763,0.3237,0.5954,1.136,1,-1932.29,-9211.61,0.6791,0,20,18,1,1
PHerc1203,16490,35152,10000,0.6377,0.3623,0.7287,0.8752,0,3601.95,3440.94,0.7259,0,20,0,0,0
PHerc1203,17165,28032,10000,0.6219,0.3781,0.7436,0.8364,0,3647.72,3711.64,0.751,0,20,0,0,0
PHerc1203,17840,16366,10000,0.6433,0.3567,0.712,0.9034,0,3508.75,3437.74,0.7228,0,20,0,0,0
PHerc1218,3432,23304,10000,0.7046,0.2954,0.5812,1.2124,1,2958.42,7704.77,0.7424,0,20,19,1,1
PHerc1218,4202,23024,10000,0.7124,0.2876,0.4553,1.5647,1,2868.1,8752.16,0.7361,0,20,20,1,1
PHerc1218,4972,24468,10000,0.7462,0.2538,0.5337,1.398,1,1307.78,-45720.82,0.7463,0,20,20,1,1
PHerc1218,5742,24694,10000,0.7204,0.2796,0.6329,1.1383,1,4152.98,-12529.88,0.7242,0,20,20,1,1
PHerc1218,6512,22624,10000,0.7737,0.2263,0.577,1.3407,1,5738.42,-4968.04,0.784,0,20,20,1,1
PHerc1218,7282,20986,10000,0.6748,0.3252,0.6275,1.0753,1,5358.04,-5469.23,0.68,0,20,20,1,1
PHerc1218,8053,24064,10000,0.724,0.276,0.5907,1.2256,1,7306.36,-13010.37,0.726,0,20,20,1,1
PHerc1218,8823,23161,10000,0.7083,0.2917,0.5275,1.3427,1,4383.61,13284.4,0.7141,0,20,20,1,1
PHerc1218,9593,22538,10000,0.7804,0.2196,0.5761,1.3547,1,4036.29,14543.51,0.7857,0,20,20,1,1
PHerc1218,10363,23292,10000,0.7783,0.2217,0.6398,1.2166,1,4354.63,13508.64,0.7892,0,20,20,1,1
PHerc1218,11133,23129,10000,0.8046,0.1954,0.551,1.4604,1,4875.29,19818.12,0.8063,0,20,20,1,1
PHerc1218,11903,21048,10000,0.8323,0.1677,0.5606,1.4847,1,-38444.88,-4190059.75,0.8322,1,20,20,1,1
PHerc1218,12673,20450,10000,0.8233,0.1767,0.5606,1.4686,1,1951.21,-25762.13,0.824,0,20,20,1,1
PHerc1218,13443,21210,10000,0.8532,0.1468,0.5924,1.4404,1,-48174.19,-773931.81,0.8532,1,20,20,1,1
PHerc1218,14213,20198,10000,0.8316,0.1684,0.5586,1.4888,1,6278.06,25016.68,0.8344,0,20,20,1,1
PHerc1218,14983,22536,10000,0.8438,0.1562,0.5595,1.508,1,5576.6,26124.95,0.8445,0,20,20,1,1
PHerc1218,15753,18468,10000,0.8345,0.1655,0.5443,1.5331,1,4290.8,19851.79,0.8387,0,20,20,1,1
PHerc1218,16523,20731,10000,0.8311,0.1689,0.5272,1.5767,1,4389.78,13086.65,0.8434,0,20,20,1,1
PHerc1218,17294,17014,10000,0.8001,0.1999,0.4842,1.6522,1,4967.18,12406.71,0.8167,0,20,20,1,1
PHerc1218,18064,19554,10000,0.7813,0.2187,0.4779,1.6347,1,4954.73,9917.1,0.8114,0,20,20,1,1
PHerc1218,18834,22716,10000,0.7419,0.2581,0.5753,1.2897,1,7663.55,41308.86,0.7425,0,20,20,1,1
PHerc1218,19604,24922,10000,0.7626,0.2374,0.6004,1.2701,1,4110.9,-14479.43,0.7644,0,20,20,1,1
PHerc1218,20374,23587,10000,0.6781,0.3219,0.6932,0.9783,0,3323.12,3517.44,0.6986,0,20,0,0,0
PHerc1218,21144,19045,10000,0.6583,0.3417,0.6214,1.0595,1,2793.71,-2543.47,0.6701,0,20,20,1,1
PHerc1447,2944,35650,10000,0.5688,0.4312,0.6956,0.8177,0,4217.35,2833.67,0.7194,0,20,0,0,0
PHerc1447,3777,40096,10000,0.6431,0.3569,0.6582,0.9771,0,4824.78,2260.74,0.7472,0,20,0,0,0
PHerc1447,4611,36881,10000,0.7041,0.2959,0.6539,1.0767,1,5091.14,1392.52,0.7712,0,20,0,0,0
PHerc1447,5444,32557,10000,0.7452,0.2548,0.5504,1.3539,1,5257.25,796.8,0.8208,0,20,0,0,0
PHerc1447,6278,30904,10000,0.7832,0.2168,0.5791,1.3523,1,5555.28,-81.68,0.831,0,20,20,1,1
PHerc1447,7111,27395,10000,0.8129,0.1871,0.5545,1.466,1,5719.37,-1145.13,0.8554,0,20,20,1,1
PHerc1447,7944,31386,10000,0.7725,0.2275,0.5919,1.305,1,5210.04,45.85,0.8548,0,20,0,0,0
PHerc1447,8778,28939,10000,0.8124,0.1876,0.5408,1.5023,1,5985.39,-1693.06,0.8458,0,20,20,1,1
PHerc1447,9611,30129,10000,0.7302,0.2698,0.5739,1.2723,1,5203.04,796.02,0.7881,0,20,0,0,0
PHerc1447,10445,33363,10000,0.6778,0.3222,0.7086,0.9565,0,3585.61,3553.61,0.7374,0,20,0,0,0
PHerc1447,11278,31945,10000,0.6293,0.3707,0.667,0.9435,0,3446.46,3735.8,0.7004,0,20,0,0,0
PHerc1447,12111,33821,10000,0.6904,0.3096,0.6643,1.0393,1,4330.96,304.25,0.7566,0,20,0,0,0
PHerc1447,12945,34723,10000,0.7201,0.2799,0.6593,1.0922,1,4190.18,-1135.68,0.7497,0,20,20,1,1
PHerc1447,13778,28787,10000,0.7202,0.2798,0.7256,0.9926,0,3513.42,3100.8,0.7284,0,20,9,0,0
PHerc1447,14611,27998,10000,0.6982,0.3018,0.6851,1.0192,1,11586.78,18430.6,0.6984,0,20,18,1,1
PHerc1447,15445,27633,10000,0.6825,0.3175,0.6761,1.0095,1,6292.84,5896.04,0.6865,0,20,0,0,0
PHerc1447,16278,26199,10000,0.6944,0.3056,0.697,0.9962,0,-2070.62,-9365.91,0.6991,0,20,9,0,1
PHerc1447,17112,28823,10000,0.7082,0.2918,0.703,1.0074,1,3905.15,4078.74,0.7089,0,20,17,1,0
PHerc1447,17945,27069,10000,0.727,0.273,0.6482,1.1215,1,3724.39,-3239.54,0.7453,0,20,20,1,1
PHerc1447,18778,30268,10000,0.7427,0.2573,0.593,1.2526,1,3191.75,-8086.07,0.7501,0,20,20,1,1
PHerc1447,19612,31893,10000,0.6896,0.3104,0.6229,1.1071,1,3196.48,-19816.15,0.6902,0,20,20,1,1
PHerc1447,20445,37372,10000,0.6838,0.3162,0.6386,1.0709,1,3396.46,5104.76,0.6921,0,20,2,0,0
PHerc1447,21279,39683,10000,0.7179,0.2821,0.6497,1.105,1,5436.88,-1682.9,0.7492,0,20,20,1,1
PHerc1447,22112,36271,10000,0.7436,0.2564,0.6426,1.1573,1,5036.3,-1088.88,0.7934,0,20,20,1,1
PHerc1545,2544,37237,10000,0.6283,0.3717,0.742,0.8468,0,3811.99,3677.33,0.7426,0,20,0,0,0
PHerc1545,3214,35761,10000,0.6954,0.3046,0.6661,1.044,1,662.74,9559.03,0.7175,0,20,20,1,1
PHerc1545,3885,30877,10000,0.6174,0.3826,0.7435,0.8305,0,4200.12,3441.56,0.7664,0,20,0,0,0
PHerc1545,4555,30129,10000,0.5774,0.4226,0.6938,0.8322,0,4259.98,3026.57,0.7316,0,20,0,0,0
PHerc1545,5225,28879,10000,0.6159,0.3841,0.6777,0.9089,0,4450.11,3324.44,0.7026,0,20,0,0,0
PHerc1545,5895,31640,10000,0.5875,0.4125,0.6574,0.8936,0,3416.94,2794.29,0.6986,0,20,0,0,0
PHerc1545,6566,27261,10000,0.5682,0.4318,0.5876,0.967,0,2939.29,2886.01,0.6771,0,20,0,0,0
PHerc1545,7236,26912,10000,0.6486,0.3514,0.6541,0.9916,0,2835.14,3103.9,0.689,0,20,0,0,0
PHerc1545,7906,23323,10000,0.7748,0.2252,0.5067,1.5291,1,275649.88,-673975.5,0.7748,1,20,20,1,1
PHerc1545,8576,22974,10000,0.7952,0.2048,0.5032,1.5803,1,749.42,9739.06,0.8104,0,20,20,1,1
PHerc1545,9247,20967,10000,0.787,0.213,0.569,1.3832,1,756.19,9806.9,0.8031,0,20,20,1,1
PHerc1545,9917,17937,10000,0.7584,0.2416,0.5313,1.4275,1,-95.53,13925.31,0.7605,0,20,20,1,1
PHerc1545,10587,17724,10000,0.7876,0.2124,0.4864,1.6194,1,5895.37,-7695.16,0.7901,0,20,20,1,1
PHerc1545,11257,17550,10000,0.8167,0.1833,0.5031,1.6235,1,-145601.19,523565.31,0.8166,1,20,20,1,1
PHerc1545,11928,19015,10000,0.7925,0.2075,0.5218,1.5187,1,5401.63,-4859.8,0.7994,0,20,20,1,1
PHerc1545,12598,22070,10000,0.7712,0.2288,0.4985,1.5472,1,7264.13,-7978.16,0.7729,0,20,20,1,1
PHerc1545,13268,24218,10000,0.7624,0.2376,0.5077,1.5017,1,4939.11,-933.49,0.7715,0,20,20,1,1
PHerc1545,13938,25055,10000,0.7812,0.2188,0.5471,1.4279,1,5213.51,-1583.49,0.8057,0,20,20,1,1
PHerc1545,14609,25063,10000,0.7553,0.2447,0.4794,1.5757,1,4523.37,247.03,0.8072,0,20,0,0,0
PHerc1545,15279,25109,10000,0.7576,0.2424,0.5669,1.3363,1,4522.82,765.69,0.8274,0,20,0,0,0
PHerc1545,15949,23487,10000,0.7417,0.2583,0.5675,1.3071,1,5042.49,-767.04,0.7654,0,20,20,1,1
PHerc1545,16619,23104,10000,0.7565,0.2435,0.4969,1.5224,1,4432.07,35.93,0.794,0,20,0,0,0
PHerc1545,17290,19682,10000,0.7847,0.2153,0.5595,1.4025,1,62317.3,-302250.28,0.7846,1,20,20,1,1
PHerc1545,17960,16217,10000,0.8059,0.1941,0.4976,1.6196,1,6453.2,-18982.94,0.8075,0,20,20,1,1
