scroll,z,k,seed,p,x,y,inside,capped,guard,seconds
PHerc0332,698,13,20274613,0.5,1819.90515137,1945.85180664,1,0,0,1.22
PHerc0332,698,14,20275613,0.5,1815.90209961,1946.30981445,1,0,0,1.22
PHerc0332,698,15,20276613,0.5,1825.15942383,1944.60888672,1,0,0,1.27
PHerc0332,698,16,20277613,0.5,1819.6932373,1945.59313965,1,0,0,1.22
PHerc0332,698,17,20278613,0.5,1827.67419434,1943.42114258,1,0,0,1.22
PHerc0332,698,18,20279613,0.5,1828.95898438,1943.63525391,1,0,0,1.22
PHerc0332,698,19,20280613,0.5,1812.87341309,1946.59619141,1,0,0,1.22
PHerc0332,1033,0,20261948,0.5,2065.40649414,2084.57958984,1,0,0,1.22
PHerc0332,1033,1,20262948,0.5,2066.29760742,2088.02368164,1,0,0,1.22
PHerc0332,1033,2,20263948,0.5,2069.35400391,2085.2409668,1,0,0,1.22
PHerc0332,1033,3,20264948,0.5,2070.35058594,2080.20410156,1,0,0,1.22
PHerc0332,1033,4,20265948,0.5,2072.29833984,2081.79345703,1,0,0,1.22
PHerc0332,1033,5,20266948,0.5,2064.05200195,2083.86987305,1,0,0,1.22
PHerc0332,1033,6,20267948,0.5,2068.33691406,2084.29077148,1,0,0,1.22
PHerc0332,1033,7,20268948,0.5,2070.22436523,2081.85791016,1,0,0,1.22
PHerc0332,1033,8,20269948,0.5,2069.38085938,2081.12670898,1,0,0,1.22
PHerc0332,1033,9,20270948,0.5,2068.86303711,2087.04589844,1,0,0,1.22
PHerc0332,1033,10,20271948,0.5,2074.29223633,2081.88720703,1,0,0,1.22
PHerc0332,1033,11,20272948,0.5,2070.13598633,2083.36132812,1,0,0,1.22
PHerc0332,1033,12,20273948,0.5,2073.72631836,2086.91015625,1,0,0,1.22
PHerc0332,1033,13,20274948,0.5,2067.71362305,2078.76147461,1,0,0,1.22
PHerc0332,1033,14,20275948,0.5,2071.04711914,2083.36035156,1,0,0,1.22
PHerc0332,1033,15,20276948,0.5,2071.85644531,2086.17993164,1,0,0,1.22
PHerc0332,1033,16,20277948,0.5,2069.06420898,2085.00512695,1,0,0,1.22
PHerc0332,1033,17,20278948,0.5,2074.23974609,2084.85009766,1,0,0,1.22
PHerc0332,1033,18,20279948,0.5,2065.59033203,2084.24658203,1,0,0,1.22
PHerc0332,1033,19,20280948,0.5,2066.77612305,2083.70605469,1,0,0,1.22
PHerc0332,1367,0,20262282,0.5,2113.26635742,2098.17919922,1,0,0,1.22
PHerc0332,1367,1,20263282,0.5,2114.18701172,2091.15209961,1,0,0,1.22
PHerc0332,1367,2,20264282,0.5,2116.18041992,2098.484375,1,0,0,1.22
PHerc0332,1367,3,20265282,0.5,2116.56835938,2094.32226562,1,0,0,1.22
PHerc0332,1367,4,20266282,0.5,2109.31103516,2095.63671875,1,0,0,1.22
PHerc0332,1367,5,20267282,0.5,2122.04296875,2113.28442383,1,0,0,1.22
PHerc0332,1367,6,20268282,0.5,2119.55297852,2108.83496094,1,0,0,1.22
PHerc0332,1367,7,20269282,0.5,2114.53222656,2097.4675293,1,0,0,1.22
PHerc0332,1367,8,20270282,0.5,2116.77148438,2098.63037109,1,0,0,1.22
PHerc0332,1367,9,20271282,0.5,2122.82983398,2104.51635742,1,0,0,1.27
PHerc0332,1367,10,20272282,0.5,2116.48852539,2110.58251953,1,0,0,1.22
PHerc0332,1367,11,20273282,0.5,2114.42016602,2090.04272461,1,0,0,1.27
PHerc0332,1367,12,20274282,0.5,2114.4934082,2087.94824219,1,0,0,1.22
PHerc0332,1367,13,20275282,0.5,2117.29223633,2088.83032227,1,0,0,1.22
PHerc0332,1367,14,20276282,0.5,2120.6328125,2109.58691406,1,0,0,1.22
PHerc0332,1367,15,20277282,0.5,2122.39941406,2109.40161133,1,0,0,1.17
PHerc0332,1367,16,20278282,0.5,2112.4296875,2096.71289062,1,0,0,1.22
PHerc0332,1367,17,20279282,0.5,2112.22509766,2111.34204102,1,0,0,1.22
PHerc0332,1367,18,20280282,0.5,2126.63549805,2109.72631836,1,0,0,1.22
PHerc0332,1367,19,20281282,0.5,2115.90063477,2090.06225586,1,0,0,1.22
PHerc0332,1701,0,20262616,0.5,2110.18481445,2086.24243164,1,0,0,1.22
PHerc0332,1701,1,20263616,0.5,2115.18945312,2089.99609375,1,0,0,1.22
PHerc0332,1701,2,20264616,0.5,2116.56420898,2085.07763672,1,0,0,1.22
PHerc0332,1701,3,20265616,0.5,2110.77709961,2093.70825195,1,0,0,1.22
PHerc0332,1701,4,20266616,0.5,2116.55517578,2091.43237305,1,0,0,1.22
PHerc0332,1701,5,20267616,0.5,2117.48974609,2092.61767578,1,0,0,1.22
PHerc0332,1701,6,20268616,0.5,2114.45947266,2091.3828125,1,0,0,1.22
PHerc0332,1701,7,20269616,0.5,2112.47802734,2090.82788086,1,0,0,1.22
PHerc0332,1701,8,20270616,0.5,2112.57202148,2095.77197266,1,0,0,1.22
PHerc0332,1701,9,20271616,0.5,2112.0925293,2092.16577148,1,0,0,1.22
PHerc0332,1701,10,20272616,0.5,2109.63378906,2090.30126953,1,0,0,1.22
PHerc0332,1701,11,20273616,0.5,2116.35839844,2089.5871582,1,0,0,1.22
PHerc0332,1701,12,20274616,0.5,2113.85717773,2089.82617188,1,0,0,1.22
PHerc0332,1701,13,20275616,0.5,2113.71801758,2095.80517578,1,0,0,1.22
PHerc0332,1701,14,20276616,0.5,2109.24926758,2092.97949219,1,0,0,1.22
PHerc0332,1701,15,20277616,0.5,2110.31982422,2093.01660156,1,0,0,1.22
PHerc0332,1701,16,20278616,0.5,2116.79223633,2092.37915039,1,0,0,1.22
PHerc0332,1701,17,20279616,0.5,2117.14990234,2093.76904297,1,0,0,1.22
PHerc0332,1701,18,20280616,0.5,2108.45825195,2095.11669922,1,0,0,1.22
PHerc0332,1701,19,20281616,0.5,2114.74560547,2088.484375,1,0,0,1.22
PHerc0332,2036,0,20262951,0.5,2102.75585938,2087.58447266,1,0,0,1.22
PHerc0332,2036,1,20263951,0.5,2094.28515625,2090.68261719,1,0,0,1.22
PHerc0332,2036,2,20264951,0.5,2097.85302734,2091.77172852,1,0,0,1.27
PHerc0332,2036,3,20265951,0.5,2096.93408203,2093.90136719,1,0,0,1.22
PHerc0332,2036,4,20266951,0.5,2098.63525391,2097.11376953,1,0,0,1.22
PHerc0332,2036,5,20267951,0.5,2101.17407227,2087.16601562,1,0,0,1.22
PHerc0332,2036,6,20268951,0.5,2096.7746582,2094.85083008,1,0,0,1.27
PHerc0332,2036,7,20269951,0.5,2100.89672852,2086.54052734,1,0,0,1.22
PHerc0332,2036,8,20270951,0.5,2098.75952148,2092.79785156,1,0,0,1.22
PHerc0332,2036,9,20271951,0.5,2092.00024414,2095.63720703,1,0,0,1.22
PHerc0332,2036,10,20272951,0.5,2099.90136719,2097.66577148,1,0,0,1.22
PHerc0332,2036,11,20273951,0.5,2096.03417969,2090.46630859,1,0,0,1.22
PHerc0332,2036,12,20274951,0.5,2098.58496094,2090.171875,1,0,0,1.22
PHerc0332,2036,13,20275951,0.5,2098.08129883,2091.17944336,1,0,0,1.22
PHerc0332,2036,14,20276951,0.5,2095.45751953,2094.97607422,1,0,0,1.27
PHerc0332,2036,15,20277951,0.5,2102.85351562,2085.89086914,1,0,0,1.22
PHerc0332,2036,16,20278951,0.5,2094.77587891,2098.18969727,1,0,0,1.22
PHerc0332,2036,17,20279951,0.5,2099.93701172,2092.32397461,1,0,0,1.27
PHerc0332,2036,18,20280951,0.5,2095.62744141,2098.89111328,1,0,0,1.27
PHerc0332,2036,19,20281951,0.5,2096.42724609,2094.42626953,1,0,0,1.27
PHerc0332,2370,0,20263285,0.5,2089.66796875,2110.00488281,1,0,0,1.22
PHerc0332,2370,1,20264285,0.5,2090.42651367,2106.40869141,1,0,0,1.22
PHerc0332,2370,2,20265285,0.5,2089.08056641,2107.11157227,1,0,0,1.27
PHerc0332,2370,3,20266285,0.5,2090.55273438,2110.86914062,1,0,0,1.22
PHerc0332,2370,4,20267285,0.5,2094.45947266,2104.9765625,1,0,0,1.27
PHerc0332,2370,5,20268285,0.5,2090.54833984,2101.93847656,1,0,0,1.27
PHerc0332,2370,6,20269285,0.5,2091.06860352,2111.33496094,1,0,0,1.22
PHerc0332,2370,7,20270285,0.5,2090.01318359,2111.03344727,1,0,0,1.22
PHerc0332,2370,8,20271285,0.5,2089.81420898,2108.22167969,1,0,0,1.27
PHerc0332,2370,9,20272285,0.5,2087.09960938,2105.50073242,1,0,0,1.22
PHerc0332,2370,10,20273285,0.5,2089.88452148,2109.99243164,1,0,0,1.22
PHerc0332,2370,11,20274285,0.5,2096.10742188,2107.38867188,1,0,0,1.22
PHerc0332,2370,12,20275285,0.5,2095.03588867,2111.28076172,1,0,0,1.22
PHerc0332,2370,13,20276285,0.5,2090.35742188,2111.66357422,1,0,0,1.27
PHerc0332,2370,14,20277285,0.5,2089.10522461,2106.71826172,1,0,0,1.22
PHerc0332,2370,15,20278285,0.5,2087.92456055,2107.03710938,1,0,0,1.22
PHerc0332,2370,16,20279285,0.5,2095.56982422,2110.65649414,1,0,0,1.22
PHerc0332,2370,17,20280285,0.5,2088.08740234,2109.1472168,1,0,0,1.27
PHerc0332,2370,18,20281285,0.5,2087.46289062,2111.58300781,1,0,0,1.22
PHerc0332,2370,19,20282285,0.5,2091.71704102,2105.18994141,1,0,0,1.22
PHerc0332,2704,0,20263619,0.5,2084.4609375,2089.68530273,1,0,0,1.22
PHerc0332,2704,1,20264619,0.5,2084.53442383,2091.54394531,1,0,0,1.22
PHerc0332,2704,2,20265619,0.5,2086.81103516,2091.72973633,1,0,0,1.22
PHerc0332,2704,3,20266619,0.5,2093.34179688,2082.78198242,1,0,0,1.22
PHerc0332,2704,4,20267619,0.5,2087.12231445,2086.85498047,1,0,0,1.22
PHerc0332,2704,5,20268619,0.5,2089.40185547,2084.23535156,1,0,0,1.22
PHerc0332,2704,6,20269619,0.5,2086.95019531,2094.28491211,1,0,0,1.22
PHerc0332,2704,7,20270619,0.5,2086.70605469,2089.87744141,1,0,0,1.22
PHerc0332,2704,8,20271619,0.5,2091.16259766,2083.95727539,1,0,0,1.22
PHerc0332,2704,9,20272619,0.5,2088.81542969,2087.59594727,1,0,0,1.22
PHerc0332,2704,10,20273619,0.5,2082.74951172,2094.08911133,1,0,0,1.22
PHerc0332,2704,11,20274619,0.5,2082.2668457,2096.09228516,1,0,0,1.22
PHerc0332,2704,12,20275619,0.5,2082.88745117,2092.32177734,1,0,0,1.22
PHerc0332,2704,13,20276619,0.5,2090.0234375,2079.6484375,1,0,0,1.22
PHerc0332,2704,14,20277619,0.5,2082.45336914,2097.55371094,1,0,0,1.22
PHerc0332,2704,15,20278619,0.5,2077.47558594,2097.06030273,1,0,0,1.22
PHerc0332,2704,16,20279619,0.5,2084.44921875,2092.40795898,1,0,0,1.22
PHerc0332,2704,17,20280619,0.5,2087.85546875,2090.73242188,1,0,0,1.22
PHerc0332,2704,18,20281619,0.5,2091.24707031,2087.8425293,1,0,0,1.22
PHerc0332,2704,19,20282619,0.5,2081.12597656,2090.68481445,1,0,0,1.22
PHerc0332,3039,0,20263954,0.5,2066.23071289,2099.80224609,1,0,0,1.22
PHerc0332,3039,1,20264954,0.5,2065.50952148,2104.86669922,1,0,0,1.22
PHerc0332,3039,2,20265954,0.5,2065.45068359,2105.69238281,1,0,0,1.22
PHerc0332,3039,3,20266954,0.5,2060.94140625,2100.17651367,1,0,0,1.22
PHerc0332,3039,4,20267954,0.5,2057.23876953,2111.63208008,1,0,0,1.22
PHerc0332,3039,5,20268954,0.5,2065.19067383,2103.55712891,1,0,0,1.22
PHerc0332,3039,6,20269954,0.5,2066.92822266,2104.6418457,1,0,0,1.27
PHerc0332,3039,7,20270954,0.5,2068.07861328,2102.59301758,1,0,0,1.22
PHerc0332,3039,8,20271954,0.5,2063.34521484,2104.85668945,1,0,0,1.22
PHerc0332,3039,9,20272954,0.5,2066.52758789,2103.68823242,1,0,0,1.22
PHerc0332,3039,10,20273954,0.5,2063.70605469,2108.89624023,1,0,0,1.22
PHerc0332,3039,11,20274954,0.5,2064.50805664,2108.07373047,1,0,0,1.22
PHerc0332,3039,12,20275954,0.5,2064.33544922,2108.21557617,1,0,0,1.22
PHerc0332,3039,13,20276954,0.5,2067.3425293,2107.17553711,1,0,0,1.22
PHerc0332,3039,14,20277954,0.5,2057.46899414,2104.28198242,1,0,0,1.22
PHerc0332,3039,15,20278954,0.5,2065.94555664,2103.30908203,1,0,0,1.22
PHerc0332,3039,16,20279954,0.5,2064.52392578,2104.27832031,1,0,0,1.22
PHerc0332,3039,17,20280954,0.5,2065.60961914,2102.11816406,1,0,0,1.27
PHerc0332,3039,18,20281954,0.5,2066.26464844,2096.22167969,1,0,0,1.22
PHerc0332,3039,19,20282954,0.5,2061.88134766,2105.62036133,1,0,0,1.22
PHerc0332,3373,0,20264288,0.5,2039.99951172,2104.29907227,1,0,0,1.22
PHerc0332,3373,1,20265288,0.5,2051.26416016,2097.67871094,1,0,0,1.22
PHerc0332,3373,2,20266288,0.5,2041.04882812,2112.90087891,1,0,0,1.22
PHerc0332,3373,3,20267288,0.5,2044.18078613,2100.09130859,1,0,0,1.22
PHerc0332,3373,4,20268288,0.5,2050.15820312,2102.52148438,1,0,0,1.22
PHerc0332,3373,5,20269288,0.5,2044.01245117,2110.38232422,1,0,0,1.22
PHerc0332,3373,6,20270288,0.5,2043.08764648,2106.52685547,1,0,0,1.22
PHerc0332,3373,7,20271288,0.5,2035.53515625,2103.78759766,1,0,0,1.22
PHerc0332,3373,8,20272288,0.5,2044.57861328,2104.03613281,1,0,0,1.17
PHerc0332,3373,9,20273288,0.5,2051.41943359,2096.34008789,1,0,0,1.22
PHerc0332,3373,10,20274288,0.5,2032.6472168,2109.33935547,1,0,0,1.22
PHerc0332,3373,11,20275288,0.5,2033.24023438,2106.27148438,1,0,0,1.22
PHerc0332,3373,12,20276288,0.5,2040.60400391,2104.7734375,1,0,0,1.22
PHerc0332,3373,13,20277288,0.5,2053.7890625,2081.46948242,1,0,0,1.22
PHerc0332,3373,14,20278288,0.5,2042.60888672,2104.37841797,1,0,0,1.22
PHerc0332,3373,15,20279288,0.5,2048.52099609,2100.62231445,1,0,0,1.22
PHerc0332,3373,16,20280288,0.5,2031.33361816,2114.81396484,1,0,0,1.22
PHerc0332,3373,17,20281288,0.5,2040.13085938,2109.12304688,1,0,0,1.22
PHerc0332,3373,18,20282288,0.5,2042.24609375,2102.21630859,1,0,0,1.22
PHerc0332,3373,19,20283288,0.5,2026.71447754,2118.23535156,1,0,0,1.22
PHerc0332,3707,0,20264622,0.5,2023.63208008,2120.10595703,1,0,0,1.22
PHerc0332,3707,1,20265622,0.5,2022.20654297,2120.27807617,1,0,0,1.22
PHerc0332,3707,2,20266622,0.5,2028.78759766,2119.71118164,1,0,0,1.22
PHerc0332,3707,3,20267622,0.5,2023.57470703,2117.44335938,1,0,0,1.22
PHerc0332,3707,4,20268622,0.5,2022.18164062,2117.48071289,1,0,0,1.22
PHerc0332,3707,5,20269622,0.5,2019.33215332,2121.30883789,1,0,0,1.22
PHerc0332,3707,6,20270622,0.5,2028.77307129,2119.76391602,1,0,0,1.22
PHerc0332,3707,7,20271622,0.5,2020.46875,2118.1940918,1,0,0,1.22
PHerc0332,3707,8,20272622,0.5,2021.20275879,2123.64257812,1,0,0,1.22
PHerc0332,3707,9,20273622,0.5,2023.12231445,2118.46362305,1,0,0,1.22
PHerc0332,3707,10,20274622,0.5,2028.94360352,2116.39111328,1,0,0,1.22
PHerc0332,3707,11,20275622,0.5,2023.81054688,2118.79541016,1,0,0,1.22
PHerc0332,3707,12,20276622,0.5,2031.24511719,2117.04785156,1,0,0,1.22
PHerc0332,3707,13,20277622,0.5,2028.24951172,2121.55664062,1,0,0,1.22
PHerc0332,3707,14,20278622,0.5,2028.79614258,2119.15014648,1,0,0,1.22
PHerc0332,3707,15,20279622,0.5,2026.49572754,2116.81054688,1,0,0,1.22
PHerc0332,3707,16,20280622,0.5,2022.33056641,2123.06298828,1,0,0,1.22
PHerc0332,3707,17,20281622,0.5,2023.69335938,2117.85400391,1,0,0,1.22
PHerc0332,3707,18,20282622,0.5,2026.56164551,2120.39672852,1,0,0,1.22
PHerc0332,3707,19,20283622,0.5,2028.11853027,2113.16113281,1,0,0,1.22
PHerc0332,4042,0,20264957,0.5,2019.01757812,2124.05786133,1,0,0,1.22
PHerc0332,4042,1,20265957,0.5,2023.41113281,2116.32080078,1,0,0,1.22
PHerc0332,4042,2,20266957,0.5,2014.8347168,2122.09179688,1,0,0,1.22
PHerc0332,4042,3,20267957,0.5,2016.42260742,2123.47412109,1,0,0,1.22
PHerc0332,4042,4,20268957,0.5,2022.63635254,2117.71533203,1,0,0,1.22
PHerc0332,4042,5,20269957,0.5,2017.42871094,2118.06811523,1,0,0,1.22
PHerc0332,4042,6,20270957,0.5,2022.05029297,2120.97583008,1,0,0,1.22
PHerc0332,4042,7,20271957,0.5,2018.37097168,2116.91162109,1,0,0,1.22
PHerc0332,4042,8,20272957,0.5,2030.48925781,2126.81030273,1,0,0,1.22
PHerc0332,4042,9,20273957,0.5,2024.88415527,2114.74536133,1,0,0,1.22
PHerc0332,4042,10,20274957,0.5,2023.43151855,2117.0546875,1,0,0,1.22
PHerc0332,4042,11,20275957,0.5,2022.77197266,2122.13647461,1,0,0,1.22
PHerc0332,4042,12,20276957,0.5,2016.47363281,2116.80395508,1,0,0,1.27
PHerc0332,4042,13,20277957,0.5,2030.4909668,2109.80004883,1,0,0,1.22
PHerc0332,4042,14,20278957,0.5,2027.36621094,2114.55517578,1,0,0,1.22
PHerc0332,4042,15,20279957,0.5,2020.94067383,2116.89941406,1,0,0,1.22
PHerc0332,4042,16,20280957,0.5,2018.17480469,2118.54541016,1,0,0,1.27
PHerc0332,4042,17,20281957,0.5,2023.24951172,2117.91137695,1,0,0,1.22
PHerc0332,4042,18,20282957,0.5,2026.12158203,2120.09130859,1,0,0,1.22
PHerc0332,4042,19,20283957,0.5,2025.77502441,2116.10253906,1,0,0,1.22
PHerc0332,4376,0,20265291,0.5,1940.41809082,2081.23046875,1,0,0,1.22
PHerc0332,4376,1,20266291,0.5,1945.83093262,2080.76098633,1,0,0,1.22
PHerc0332,4376,2,20267291,0.5,1944.05712891,2090.81323242,1,0,0,1.22
PHerc0332,4376,3,20268291,0.5,1939.1685791,2080.68505859,1,0,0,1.22
PHerc0332,4376,4,20269291,0.5,1939.47180176,2080.76074219,1,0,0,1.22
PHerc0332,4376,5,20270291,0.5,1940.43115234,2090.66088867,1,0,0,1.22
PHerc0332,4376,6,20271291,0.5,1945.59338379,2087.06445312,1,0,0,1.22
PHerc0332,4376,7,20272291,0.5,1934.10644531,2080.27661133,1,0,0,1.22
PHerc0332,4376,8,20273291,0.5,1946.34619141,2087.84545898,1,0,0,1.22
PHerc0332,4376,9,20274291,0.5,1943.86767578,2086.60229492,1,0,0,1.27
PHerc0332,4376,10,20275291,0.5,1948.1640625,2088.66381836,1,0,0,1.22
PHerc0332,4376,11,20276291,0.5,1942.16967773,2081.703125,1,0,0,1.22
PHerc0332,4376,12,20277291,0.5,1940.97387695,2081.4777832,1,0,0,1.22
PHerc0332,4376,13,20278291,0.5,1939.70922852,2089.47167969,1,0,0,1.22
PHerc0332,4376,14,20279291,0.5,1940.10351562,2082.9375,1,0,0,1.22
PHerc0332,4376,15,20280291,0.5,1943.71630859,2082.03369141,1,0,0,1.22
PHerc0332,4376,16,20281291,0.5,1936.99609375,2088.54370117,1,0,0,1.22
PHerc0332,4376,17,20282291,0.5,1936.87084961,2084.44775391,1,0,0,1.22
PHerc0332,4376,18,20283291,0.5,1940.85400391,2079.13110352,1,0,0,1.22
PHerc0332,4376,19,20284291,0.5,1940.19763184,2083.96362305,1,0,0,1.22
PHerc0332,4710,0,20265625,0.5,1905.97070312,2016.44458008,1,0,0,1.22
PHerc0332,4710,1,20266625,0.5,1909.54785156,2019.65759277,1,0,0,1.22
PHerc0332,4710,2,20267625,0.5,1909.54248047,2017.23461914,1,0,0,1.22
PHerc0332,4710,3,20268625,0.5,1906.47741699,2022.53417969,1,0,0,1.22
PHerc0332,4710,4,20269625,0.5,1910.75231934,2019.30212402,1,0,0,1.22
PHerc0332,4710,5,20270625,0.5,1907.62548828,2020.78991699,1,0,0,1.22
PHerc0332,4710,6,20271625,0.5,1906.21240234,2017.66308594,1,0,0,1.22
PHerc0332,4710,7,20272625,0.5,1908.86987305,2017.79150391,1,0,0,1.22
PHerc0332,4710,8,20273625,0.5,1913.87573242,2017.76940918,1,0,0,1.22
PHerc0332,4710,9,20274625,0.5,1907.67077637,2017.31225586,1,0,0,1.22
PHerc0332,4710,10,20275625,0.5,1907.88476562,2019.63549805,1,0,0,1.22
PHerc0332,4710,11,20276625,0.5,1911.8762207,2020.93432617,1,0,0,1.27
PHerc0332,4710,12,20277625,0.5,1907.24523926,2024.0300293,1,0,0,1.22
PHerc0332,4710,13,20278625,0.5,1909.27294922,2026.88696289,1,0,0,1.22
PHerc0332,4710,14,20279625,0.5,1908.37036133,2022.59472656,1,0,0,1.22
PHerc0332,4710,15,20280625,0.5,1906.88928223,2021.10083008,1,0,0,1.32
PHerc0332,4710,16,20281625,0.5,1915.70385742,2020.52099609,1,0,0,1.22
PHerc0332,4710,17,20282625,0.5,1906.12109375,2028.45629883,1,0,0,1.22
PHerc0332,4710,18,20283625,0.5,1913.8293457,2018.04638672,1,0,0,1.22
PHerc0332,4710,19,20284625,0.5,1908.5045166,2016.71459961,1,0,0,1.22
PHerc0332,5044,0,20265959,0.5,1949.44995117,1998.09277344,1,0,0,1.22
PHerc0332,5044,1,20266959,0.5,1941.32312012,2000.53405762,1,0,0,1.22
PHerc0332,5044,2,20267959,0.5,1960.99182129,1986.27526855,1,0,0,1.22
PHerc0332,5044,3,20268959,0.5,1959.6072998,1997.58630371,1,0,0,1.22
PHerc0332,5044,4,20269959,0.5,1955.91589355,2001.42382812,1,0,0,1.27
PHerc0332,5044,5,20270959,0.5,1950.51196289,2005.14868164,1,0,0,1.22
PHerc0332,5044,6,20271959,0.5,1959.47875977,1999.65454102,1,0,0,1.22
PHerc0332,5044,7,20272959,0.5,1945.86352539,2007.2644043,1,0,0,1.22
PHerc0332,5044,8,20273959,0.5,1955.84741211,1981.9630127,1,0,0,1.22
PHerc0332,5044,9,20274959,0.5,1944.03649902,2000.25500488,1,0,0,1.22
PHerc0332,5044,10,20275959,0.5,1942.57141113,2008.57446289,1,0,0,1.22
PHerc0332,5044,11,20276959,0.5,1934.57446289,2006.73913574,1,0,0,1.22
PHerc0332,5044,12,20277959,0.5,1945.21557617,2002.50195312,1,0,0,1.22
PHerc0332,5044,13,20278959,0.5,1939.95922852,2005.08740234,1,0,0,1.22
PHerc0332,5044,14,20279959,0.5,1945.88952637,1996.80126953,1,0,0,1.22
PHerc0332,5044,15,20280959,0.5,1939.02941895,2005.890625,1,0,0,1.22
PHerc0332,5044,16,20281959,0.5,1942.70117188,2002.14941406,1,0,0,1.22
PHerc0332,5044,17,20282959,0.5,1948.93286133,2000.49914551,1,0,0,1.22
PHerc0332,5044,18,20283959,0.5,1942.87731934,1995.30761719,1,0,0,1.22
PHerc0332,5044,19,20284959,0.5,1942.78356934,2002.81555176,1,0,0,1.22
PHerc0332,5379,0,20266294,0.5,1978.05932617,2017.59631348,1,0,0,1.17
PHerc0332,5379,1,20267294,0.5,1982.31958008,2012.11206055,1,0,0,1.22
PHerc0332,5379,2,20268294,0.5,1980.70788574,2013.6072998,1,0,0,1.22
PHerc0332,5379,3,20269294,0.5,1975.23608398,2008.90588379,1,0,0,1.22
PHerc0332,5379,4,20270294,0.5,1980.26123047,2008.62854004,1,0,0,1.22
PHerc0332,5379,5,20271294,0.5,1979.28881836,2011.07055664,1,0,0,1.22
PHerc0332,5379,6,20272294,0.5,1981.37414551,2007.68969727,1,0,0,1.22
PHerc0332,5379,7,20273294,0.5,1973.63903809,2012.19116211,1,0,0,1.22
PHerc0332,5379,8,20274294,0.5,1973.84448242,2013.07714844,1,0,0,1.22
PHerc0332,5379,9,20275294,0.5,1977.72729492,2008.35632324,1,0,0,1.22
PHerc0332,5379,10,20276294,0.5,1982.2434082,2008.71679688,1,0,0,1.22
PHerc0332,5379,11,20277294,0.5,1980.9276123,2010.21154785,1,0,0,1.22
PHerc0332,5379,12,20278294,0.5,1972.28601074,2015.88769531,1,0,0,1.22
PHerc0332,5379,13,20279294,0.5,1973.81201172,2011.37768555,1,0,0,1.22
PHerc0332,5379,14,20280294,0.5,1979.79467773,2007.43432617,1,0,0,1.27
PHerc0332,5379,15,20281294,0.5,1988.01794434,2015.14526367,1,0,0,1.22
PHerc0332,5379,16,20282294,0.5,1978.94445801,2010.10693359,1,0,0,1.22
PHerc0332,5379,17,20283294,0.5,1980.36865234,2010.52514648,1,0,0,1.22
PHerc0332,5379,18,20284294,0.5,1982.54858398,2010.00378418,1,0,0,1.22
PHerc0332,5379,19,20285294,0.5,1978.63330078,2006.58361816,1,0,0,1.22
PHerc0332,5713,0,20266628,0.5,2032.61791992,2048.43945312,1,0,0,1.22
PHerc0332,5713,1,20267628,0.5,2032.85705566,2050.75170898,1,0,0,1.22
PHerc0332,5713,2,20268628,0.5,2038.31884766,2050.78076172,1,0,0,1.22
PHerc0332,5713,3,20269628,0.5,2022.98547363,2048.1706543,1,0,0,1.22
PHerc0332,5713,4,20270628,0.5,2030.43261719,2055.14477539,1,0,0,1.22
PHerc0332,5713,5,20271628,0.5,2015.77709961,2048.58642578,1,0,0,1.22
PHerc0332,5713,6,20272628,0.5,2037.1529541,2054.49023438,1,0,0,1.22
PHerc0332,5713,7,20273628,0.5,2031.04125977,2058.21630859,1,0,0,1.22
PHerc0332,5713,8,20274628,0.5,2041.02978516,2053.86401367,1,0,0,1.22
PHerc0332,5713,9,20275628,0.5,2011.25048828,2038.82836914,1,0,0,1.22
PHerc0332,5713,10,20276628,0.5,2027.4609375,2061.00610352,1,0,0,1.22
PHerc0332,5713,11,20277628,0.5,2035.29602051,2050.26416016,1,0,0,1.22
PHerc0332,5713,12,20278628,0.5,2040.27978516,2052.34741211,1,0,0,1.22
PHerc0332,5713,13,20279628,0.5,2039.35925293,2053.94287109,1,0,0,1.22
PHerc0332,5713,14,20280628,0.5,2037.04370117,2047.88989258,1,0,0,1.22
PHerc0332,5713,15,20281628,0.5,2037.3425293,2053.71142578,1,0,0,1.22
PHerc0332,5713,16,20282628,0.5,2027.49731445,2059.30664062,1,0,0,1.22
PHerc0332,5713,17,20283628,0.5,2031.22143555,2061.77929688,1,0,0,1.22
PHerc0332,5713,18,20284628,0.5,2035.99487305,2046.88720703,1,0,0,1.22
PHerc0332,5713,19,20285628,0.5,2032.69396973,2058.40332031,1,0,0,1.22
PHerc0332,6047,0,20266962,0.5,2061.28442383,2071.40161133,1,0,0,1.22
PHerc0332,6047,1,20267962,0.5,2064.23852539,2074.40307617,1,0,0,1.22
PHerc0332,6047,2,20268962,0.5,2056.72680664,2068.68652344,1,0,0,1.22
PHerc0332,6047,3,20269962,0.5,2061.63110352,2072.04101562,1,0,0,1.22
PHerc0332,6047,4,20270962,0.5,2058.58178711,2070.30908203,1,0,0,1.22
PHerc0332,6047,5,20271962,0.5,2068.1184082,2081.24902344,1,0,0,1.22
PHerc0332,6047,6,20272962,0.5,2062.61401367,2073.16479492,1,0,0,1.22
PHerc0332,6047,7,20273962,0.5,2067.06420898,2076.45800781,1,0,0,1.22
PHerc0332,6047,8,20274962,0.5,2065.43310547,2077.50048828,1,0,0,1.22
PHerc0332,6047,9,20275962,0.5,2057.33935547,2073.55981445,1,0,0,1.22
